#{"t_start": 1709768225.6828907, "env_id": "PhyRMSA-v0"}
r,l,t,episode_service_blocking_rate,service_blocking_rate,episode_bit_rate_blocking_rate,number_cuts_total,rss_total_metric,C_BVTs,L_BVTs,S_BVTs,total_path_length
179.0,179,59.843109,0.0,0.0,0.0,1.3619402985074627,0.8827966691057212,0.7277777777777777,0.0,0.0,130353
179.0,179,147.807159,0.0,0.0,0.0,1.6343283582089552,0.8356235617486223,0.6685236768802229,0.0,0.0,231537
179.0,179,258.129541,0.0,0.0,0.0,1.7462686567164178,0.8053056311526048,0.5687732342007435,0.03345724907063197,0.0,313612
179.0,179,381.19179,0.0,0.0,0.0,1.9402985074626866,0.7770763075662545,0.4616457461645746,0.07670850767085077,0.0,357298
179.0,179,504.278694,0.0,0.0,0.0,1.992537313432836,0.7637060945555497,0.3794642857142857,0.08370535714285714,0.0,381118
179.0,179,628.449615,0.0,0.0,0.0,2.0223880597014925,0.7488902188209713,0.3488372093023256,0.08558139534883721,0.0,430091
179.0,179,759.254282,0.0,0.0,0.0,2.3022388059701493,0.7079484768482394,0.3181818181818182,0.11084529505582137,0.0,505981
179.0,179,882.497302,0.0,0.0,0.0,2.2686567164179103,0.7061221292028552,0.2909979064898814,0.10397766922540126,0.0,530186
179.0,179,1013.755704,0.0,0.0,0.0,2.5,0.6775369668600426,0.2686104218362283,0.09801488833746898,0.013027295285359801,575431
179.0,179,1130.904014,0.0,0.0,0.0,2.451492537313433,0.6681526502253039,0.2562814070351759,0.0826353992183138,0.01954215522054718,601990
179.0,179,1237.250289,0.0,0.0,0.0,2.5261194029850746,0.6598175049116177,0.2436548223350254,0.07258883248730964,0.024873096446700507,619269
179.0,179,1341.088761,0.0,0.0,0.0,2.5223880597014925,0.6513422864858736,0.23033969288040948,0.0660772452303397,0.0316426244765007,637148
179.0,179,1456.824109,0.0,0.0,0.0,2.6865671641791047,0.6310735116359201,0.22293814432989692,0.05584192439862543,0.03865979381443299,651930
179.0,179,1554.039963,0.0,0.0,0.0,2.5970149253731343,0.6397423252491292,0.21180694056641405,0.05145592341443957,0.043877143996808934,657558
179.0,179,1657.758058,0.0,0.0,0.0,2.783582089552239,0.6082943831147756,0.20215934475055844,0.05026061057334326,0.05137751303052867,676918
179.0,179,1756.056186,0.0,0.0,0.0,2.9141791044776117,0.5863262694109419,0.1968586387434555,0.05445026178010471,0.0600349040139616,713279
179.0,179,1825.632276,0.0,0.0,0.0,3.1044776119402986,0.559911256658995,0.18988173455978974,0.04894875164257556,0.07030223390275953,722973
179.0,179,1894.143445,0.0,0.0,0.0,3.0186567164179103,0.5764028950822806,0.1787154824697487,0.046540490226497054,0.06701830592615575,720525
179.0,179,1974.266918,0.0,0.0,0.0,2.9440298507462686,0.5810078468830189,0.17401528512639625,0.04409171075837742,0.06643151087595532,733803
179.0,179,2058.083941,0.0,0.0,0.0,3.111940298507463,0.5625485081644483,0.17118123429209717,0.044121753700083775,0.06897514660709299,751583
179.0,179,2117.305501,0.0,0.0,0.0,3.287313432835821,0.5400532435690386,0.16808510638297872,0.04202127659574468,0.07207446808510638,767479
178.0,179,2182.565073,0.00558659217877095,0.00025393600812595224,0.00909090909090909,3.1529850746268657,0.5588854828009947,0.16378872524123922,0.03961401726764855,0.07211782630777044,763047
179.0,179,2233.625322,0.0,0.00024289531212047608,0.0,3.1865671641791047,0.5518664021927676,0.15763905756618898,0.036920087442312365,0.07238280301190186,753296
179.0,179,2294.538168,0.0,0.00023277467411545624,0.0,3.167910447761194,0.5487067619391865,0.1527001862197393,0.037476722532588456,0.07495344506517691,760962
178.0,179,2355.416,0.00558659217877095,0.000446927374301676,0.0064754856614246065,3.298507462686567,0.5452652568930922,0.14528386231560125,0.03665623603039785,0.06861868573983013,770327
173.0,179,2391.114919,0.0335195530726257,0.0017189514396218307,0.04708904109589041,3.3470149253731343,0.5493916755019467,0.13707768452765226,0.035076393372068,0.05767161609640628,748736
176.0,179,2452.137109,0.01675977653631285,0.002276019035795572,0.025225225225225224,3.294776119402985,0.550454642557974,0.13228281152809454,0.03545511092680904,0.05992121086460709,758360
178.0,179,2486.970647,0.00558659217877095,0.0023942537909018356,0.009212730318257957,3.264925373134328,0.5624988452100607,0.12577484503099381,0.033793241351729654,0.05038992201559688,732521
178.0,179,2546.418003,0.00558659217877095,0.002504334424966288,0.0084530853761623,2.9738805970149254,0.5768771000519604,0.12647229194825255,0.03591426916393126,0.04788569221857501,740537
179.0,179,2596.101889,0.0,0.002420856610800745,0.0,3.1156716417910446,0.5584519428825708,0.12336692795819336,0.036580813736468834,0.04945875326614409,761055
177.0,179,2648.59286,0.0111731843575419,0.0027031897639214274,0.015477214101461736,3.138059701492537,0.5490192857751524,0.12321589882565492,0.03360433604336043,0.04878048780487805,774836
179.0,179,2689.725086,0.0,0.0026187150837988825,0.0,3.074626865671642,0.554956370675446,0.12303115155757788,0.03185159257962898,0.04550227511375569,769561
167.0,179,2744.183028,0.0670391061452514,0.0045708481462671405,0.08304794520547945,3.082089552238806,0.5579380476723694,0.12038768916850875,0.032307430709063084,0.0464206767556538,767999
175.0,179,2792.986899,0.0223463687150838,0.005093657574761748,0.038834951456310676,3.123134328358209,0.5511074290236814,0.1190554821664465,0.03302509907529723,0.04227212681638045,789589
170.0,179,2842.23414,0.05027932960893855,0.006384676775738229,0.06265457543281121,3.175373134328358,0.5493917510206702,0.11628654031480887,0.032605203983295854,0.04079665917121748,789127
171.0,179,2876.966591,0.0446927374301676,0.0074487895716946,0.05495356037151703,3.1529850746268657,0.5490852423602832,0.11567922463654838,0.03251524151946225,0.04064405189932781,786841
171.0,179,2917.2552,0.0446927374301676,0.008455382757058734,0.04626623376623377,3.1940298507462686,0.5491492213692357,0.11479902557856272,0.03136419001218027,0.04080389768574909,767197
174.0,179,2962.313003,0.027932960893854747,0.008967950602763893,0.042497831743278404,3.138059701492537,0.5472524908704598,0.11376446158409967,0.031148027291604864,0.040640759418570156,766476
169.0,179,3007.480691,0.055865921787709494,0.010170462684429164,0.08010801080108011,3.1641791044776117,0.558420104755993,0.11141658226016496,0.030675734336564897,0.03834466792070612,755433
