#{"t_start": 1709894535.1397018, "env_id": "PhyRMSA-v0"}
r,l,t,episode_service_blocking_rate,service_blocking_rate,episode_bit_rate_blocking_rate,number_cuts_total,rss_total_metric,C_BVTs,L_BVTs,S_BVTs,total_path_length,num_moves,num_defrag_cycle
209.0,209,45.379804,0.0,0.0,0.0,1.585820895522388,0.8657636534138694,0.7285714285714285,0.0,0.0,145156,189,20
209.0,209,125.629091,0.0,0.0,0.0,1.9253731343283582,0.8204682207922416,0.6109785202863962,0.00477326968973747,0.0,247180,215,20
209.0,209,207.711807,0.0,0.0,0.0,2.1007462686567164,0.7941968282521409,0.517515923566879,0.025477707006369428,0.0,313970,231,21
209.0,209,264.828333,0.0,0.0,0.0,2.283582089552239,0.7695261308097224,0.43966547192353644,0.019115890083632018,0.0,342816,231,21
209.0,209,318.769774,0.0,0.0,0.0,2.417910447761194,0.7530420440962159,0.4005736137667304,0.004780114722753346,0.0,386834,231,21
209.0,209,387.816105,0.0,0.0,0.0,2.7686567164179103,0.7125484907573547,0.38645418326693226,0.0,0.004780876494023904,451676,231,21
209.0,209,436.48997,0.0,0.0,0.0,2.9141791044776117,0.6962475133844628,0.3620218579234973,-0.015027322404371584,0.00819672131147541,473739,231,21
209.0,209,486.29674,0.0,0.0,0.0,3.0671641791044775,0.6770735700989807,0.34907352062163777,-0.02869097429766886,0.02092050209205021,515294,231,21
209.0,209,526.183681,0.0,0.0,0.0,3.048507462686567,0.6768487008880941,0.34006376195536664,-0.03825717321997875,0.02709883103081828,522870,231,21
209.0,209,566.272594,0.0,0.0,0.0,3.201492537313433,0.6607667498461365,0.32568149210903874,-0.042085126733620276,0.02965088474414156,539280,231,21
209.0,209,603.259559,0.0,0.0,0.0,3.4738805970149254,0.632743483493196,0.3173913043478261,-0.04608695652173913,0.035217391304347825,557567,220,20
209.0,209,635.916345,0.0,0.0,0.0,3.3507462686567164,0.6391832597052737,0.3176564368274213,-0.053806297329613395,0.038262255878836186,573799,220,20
209.0,209,666.398711,0.0,0.0,0.0,3.582089552238806,0.6197305583683546,0.3138337012509198,-0.05739514348785872,0.04415011037527594,600403,231,21
209.0,209,695.555502,0.0,0.0,0.0,3.4328358208955225,0.6258138161223326,0.3119234711308507,-0.06047147249743765,0.044414075845575676,607364,231,21
209.0,209,726.467625,0.0,0.0,0.0,3.5522388059701493,0.6135969679688932,0.30580357142857145,-0.06377551020408163,0.04751275510204082,626887,231,21
209.0,209,756.390117,0.0,0.0,0.0,3.4776119402985075,0.6208394634977817,0.30014947683109117,-0.06666666666666667,0.04783258594917788,613362,231,21
209.0,209,788.464916,0.0,0.0,0.0,3.548507462686567,0.6138397750416836,0.3019133370849747,-0.06809229037703995,0.04811480022509848,637405,231,21
209.0,209,813.771843,0.0,0.0,0.0,3.8097014925373136,0.5884559307344606,0.3016210470369386,-0.07015678979537603,0.049162901939941536,652242,231,21
209.0,209,833.674142,0.0,0.0,0.0,3.574626865671642,0.6090930679751538,0.29556898288016115,-0.07401812688821752,0.04582074521651561,622859,231,21
209.0,209,856.739865,0.0,0.0,0.0,3.7425373134328357,0.5925369575009883,0.2958622339153313,-0.07486247309256158,0.04544367376225783,654327,231,21
206.0,209,875.520089,0.014354066985645933,0.000683526999316473,0.01904036557501904,3.8507462686567164,0.5833962812143132,0.29085935719170275,-0.07704581718714383,0.04376567130157283,647488,220,20
209.0,209,893.42075,0.0,0.0006524575902566333,0.0,3.8992537313432836,0.5813982423562134,0.2878590078328982,-0.08028720626631854,0.04003481288076589,632634,220,20
209.0,209,914.257521,0.0,0.0006240898689411275,0.0,3.906716417910448,0.5779396326384041,0.28428720083246617,-0.0809573361082206,0.04328824141519251,638985,231,21
206.0,209,932.74332,0.014354066985645933,0.0011961722488038277,0.023222060957910014,3.791044776119403,0.5856639146276457,0.28038315705448014,-0.08082219117940531,0.04090999800439034,649335,231,21
209.0,209,955.796249,0.0,0.0011483253588516747,0.0,3.7611940298507465,0.5791741281109917,0.2810344827586207,-0.08007662835249042,0.03946360153256705,658974,231,21
209.0,209,974.799865,0.0,0.001104158998895841,0.0,3.8097014925373136,0.5808087805578585,0.27979370049732916,-0.08141462516117148,0.037023392890035,655657,231,21
207.0,209,992.566848,0.009569377990430622,0.001417685628211944,0.016874541452677916,3.638059701492537,0.59692074171426,0.27945351312987937,-0.08552164655784245,0.03495386799148332,630429,231,21
209.0,209,1019.359331,0.0,0.001367053998632946,0.0,3.861940298507463,0.5750206592623093,0.2800684345594525,-0.0853721129170231,0.03524379811804962,660003,231,21
