#{"t_start": 1709768225.6569276, "env_id": "PhyRMSA-v0"}
r,l,t,episode_service_blocking_rate,service_blocking_rate,episode_bit_rate_blocking_rate,number_cuts_total,rss_total_metric,C_BVTs,L_BVTs,S_BVTs,total_path_length
179.0,179,37.144091,0.0,0.0,0.0,1.7761194029850746,0.8461671225291393,0.7944444444444444,0.0,0.0,116408
179.0,179,105.548036,0.0,0.0,0.0,2.2276119402985075,0.787797505595073,0.649025069637883,0.055710306406685235,0.0,204094
179.0,179,193.139914,0.0,0.0,0.0,2.6156716417910446,0.7312562503667989,0.5223048327137546,0.1171003717472119,0.0,280280
179.0,179,289.837907,0.0,0.0,0.0,3.08955223880597,0.6689426919132088,0.4421199442119944,0.11297071129707113,0.03626220362622036,327744
179.0,179,374.719552,0.0,0.0,0.0,3.123134328358209,0.6602013421045198,0.3716517857142857,0.09040178571428571,0.04799107142857143,340431
179.0,179,463.551449,0.0,0.0,0.0,3.675373134328358,0.5916041361264843,0.33674418604651163,0.07255813953488371,0.09116279069767441,399390
176.0,179,534.978473,0.01675977653631285,0.0023942537909018356,0.018121911037891267,4.130597014925373,0.5322310041248388,0.3149480415667466,0.06794564348521183,0.12390087929656275,462298
176.0,179,586.475078,0.01675977653631285,0.004189944134078212,0.018898931799506986,4.0783582089552235,0.5350426609554948,0.29432375613174494,0.05466012613875263,0.12754029432375613,475811
165.0,179,646.966778,0.0782122905027933,0.012414649286157667,0.09185441941074524,4.063432835820896,0.5310624060844761,0.2889447236180904,0.04459798994974874,0.12248743718592965,498147
176.0,179,708.624137,0.01675977653631285,0.012849162011173185,0.018234165067178502,4.085820895522388,0.5262759243307725,0.27205882352941174,0.03902714932126697,0.13122171945701358,518631
161.0,179,771.697272,0.1005586592178771,0.020822752666328086,0.13891362422083706,4.0559701492537314,0.5311031256967534,0.257128045619492,0.0352514256091239,0.1181959564541213,527846
175.0,179,830.104769,0.0223463687150838,0.02094972067039106,0.026954177897574125,4.029850746268656,0.5343467058794001,0.24524714828897337,0.03279467680608365,0.1126425855513308,544697
172.0,179,890.634974,0.03910614525139665,0.0223463687150838,0.05939716312056738,4.093283582089552,0.5230877404968041,0.23462214411247803,0.02899824253075571,0.10984182776801406,558569
171.0,179,954.561587,0.0446927374301676,0.023942537909018357,0.0564373897707231,4.026119402985074,0.5271853180426421,0.22272170004086636,0.029015120555782592,0.10911319983653453,574006
168.0,179,1012.686579,0.061452513966480445,0.02644320297951583,0.08185053380782918,3.8955223880597014,0.536882101324871,0.21376673040152963,0.02791586998087954,0.1089866156787763,576661
168.0,179,1079.790296,0.061452513966480445,0.02863128491620112,0.07513416815742398,4.0335820895522385,0.5194452454664712,0.20625224577793747,0.03090190441969098,0.10528206970894718,599222
169.0,179,1135.053291,0.055865921787709494,0.03023332237923102,0.07758620689655173,4.037313432835821,0.5160704020137992,0.19884823848238484,0.02676151761517615,0.10873983739837398,606831
