#{"t_start": 1724261382.095203, "env_id": "PhyRMSA-v0"}
r,l,t,episode_service_blocking_rate,service_blocking_rate,episode_bit_rate_blocking_rate,number_cuts_total,rss_total_metric,C_BVTs,L_BVTs,S_BVTs,total_path_length,num_moves,num_defrag_cycle,avrage_gsnr,average_mod_level,average_path_index,path_index,physical_paths
199.0,199,5.880569,0.0,0.0,0.0,2.4402985074626864,0.8954004287424399,0.93,0.0,0.0,467.7578947368421,0,0,23.84544702213511,5.968421052631579,0.9947368421052631,189,189
199.0,199,11.402397,0.0,0.0,0.0,3.574626865671642,0.8242462213551027,0.8345864661654135,0.005012531328320802,0.0,484.2514619883041,0,0,23.661615601692333,5.964912280701754,0.9941520467836257,170,170
199.0,199,16.844835,0.0,0.0,0.0,4.361940298507463,0.7782016792493278,0.754180602006689,0.04180602006688963,0.0,428.45238095238096,0,0,24.02805292148197,5.964285714285714,0.9940476190476191,167,167
199.0,199,21.946728,0.0,0.0,0.0,4.985074626865671,0.740469156101924,0.685069008782936,0.05771643663739021,0.0,444.12418300653593,0,0,23.87098205738612,5.96078431372549,0.9934640522875817,152,152
199.0,199,26.886283,0.0,0.0,0.0,5.600746268656716,0.7057060655813074,0.6134538152610441,0.07228915662650602,0.0,433.1857142857143,0,0,23.883670962227846,5.957142857142857,0.9928571428571429,139,139
199.0,199,31.737114,0.0,0.0,0.0,6.380597014925373,0.6553742203836865,0.5656903765690376,0.08786610878661087,0.00502092050209205,484.8321167883212,0,0,23.268674311719305,5.956204379562044,0.9927007299270073,136,136
199.0,199,36.631538,0.0,0.0,0.0,6.947761194029851,0.6200741342412226,0.5157819225251076,0.08680057388809183,0.019368723098995694,460.88235294117646,0,0,23.337062392207105,5.955882352941177,0.9926470588235294,135,135
199.0,199,41.242071,0.0,0.0,0.0,7.388059701492537,0.5934058947092806,0.46390458254865036,0.09416195856873823,0.027620841180163214,467.0833333333333,0,0,23.26406185727081,5.95,1.0333333333333334,124,119
199.0,199,45.811192,0.0,0.0,0.0,7.4888059701492535,0.5929002638295211,0.42354910714285715,0.09486607142857142,0.030691964285714284,416.8407079646018,0,0,23.88762026073663,5.946902654867257,1.0265486725663717,116,112
199.0,199,50.62532,0.0,0.0,0.0,7.8059701492537314,0.5775368429318426,0.389251632345555,0.10095429432446007,0.030135610246107485,478.2857142857143,0,0,23.44056406974959,5.949579831932773,1.0252100840336134,122,118
199.0,199,55.135144,0.0,0.0,0.0,8.078358208955224,0.5597355561732715,0.3584474885844749,0.0954337899543379,0.036073059360730596,436.1981981981982,0,0,23.489347830560114,5.945945945945946,1.063063063063063,118,110
199.0,199,59.533439,0.0,0.0,0.0,8.220149253731343,0.5520773329444808,0.3390539974884889,0.09543742151527836,0.03809125156969443,437.688679245283,0,0,23.725769733460226,5.9245283018867925,1.0377358490566038,110,105
199.0,199,63.868782,0.0,0.0,0.0,8.552238805970148,0.529426637213369,0.3172333848531685,0.0919629057187017,0.04404945904173107,434.51428571428573,0,0,23.33872606207807,5.869158878504673,1.0666666666666667,112,104
199.0,199,68.326595,0.0,0.0,0.0,8.962686567164178,0.5085164539011953,0.2974524578399713,0.08934337997847147,0.04915679942590599,505.10280373831773,0,0,22.728911403354427,5.871559633027523,1.0467289719626167,112,106
199.0,199,72.697251,0.0,0.0,0.0,9.194029850746269,0.4964509089420829,0.2849966510381782,0.08740790354989954,0.05291359678499665,434.26851851851853,0,0,23.56338210792904,5.864864864864865,1.0462962962962963,113,107
199.0,199,77.194018,0.0,0.0,0.0,9.473880597014926,0.4805222370027515,0.2737833594976452,0.0869701726844584,0.05620094191522763,395.2456140350877,0,0,23.72669789882104,5.913793103448276,1.0350877192982457,118,113
199.0,199,81.589214,0.0,0.0,0.0,9.634328358208956,0.4665577959551959,0.2621158392434988,0.08274231678486997,0.061170212765957445,424.6636363636364,0,0,23.104349748918434,5.831858407079646,1.0454545454545454,115,109
199.0,199,85.921881,0.0,0.0,0.0,9.76865671641791,0.46188187265509384,0.2472788166341055,0.08121685738208205,0.059168294725090706,451.9479166666667,0,0,23.490337230422824,5.927083333333333,1.0833333333333333,104,95
197.0,199,90.46997,0.010050251256281407,0.0005289605924358636,0.015789473684210527,9.899253731343284,0.4580112371547904,0.23597883597883598,0.07830687830687831,0.05873015873015873,438.8818181818182,0,0,23.756107362903787,5.918918918918919,1.0636363636363637,117,109
199.0,199,94.815794,0.0,0.0005025125628140704,0.0,10.07089552238806,0.45176551618028987,0.2221663734606685,0.07665242523247047,0.05956270419703443,450.45098039215685,0,0,23.57385069248371,5.921568627450981,1.0588235294117647,108,101
199.0,199,99.327011,0.0,0.0004785833931562575,0.0,10.205223880597014,0.44812270616610905,0.21469602680708472,0.0758736237434179,0.06055528961225467,440.07894736842104,0,0,23.543586756264197,5.913043478260869,1.0350877192982457,118,113
197.0,199,103.801589,0.010050251256281407,0.0009136592051164915,0.012708498808578236,10.197761194029852,0.44719497500575606,0.2070857142857143,0.07314285714285715,0.06262857142857142,471.3551401869159,0,0,23.063306731895885,5.91588785046729,1.0934579439252337,117,106
195.0,199,108.174092,0.020100502512562814,0.0017478697837011142,0.03135048231511254,10.190298507462687,0.44603656015753745,0.19934354485776806,0.06914660831509847,0.06236323851203501,436.1458333333333,0,0,23.592568591157587,5.907216494845361,1.09375,105,95
195.0,199,112.547778,0.020100502512562814,0.002512562814070352,0.030087094220110848,10.190298507462687,0.442388896621723,0.19244491080797482,0.06715634837355719,0.06190975865687303,470.76190476190476,0,0,23.386213283003414,5.942857142857143,1.1047619047619048,116,104
195.0,199,116.979295,0.020100502512562814,0.0032160804020100503,0.025816249050873197,10.25,0.44112438006887306,0.18870967741935485,0.06592741935483871,0.061088709677419355,425.2477064220183,0,0,23.899135285000327,5.926605504587156,1.1192660550458715,122,108
198.0,199,121.488029,0.005025125628140704,0.003285659064553537,0.009216589861751152,10.07089552238806,0.4438003566073584,0.18321054672353626,0.0661108956960062,0.06223342380767739,402.5263157894737,0,0,23.996363984896615,5.947368421052632,1.0701754385964912,122,113
199.0,199,126.005953,0.0,0.003163967988088591,0.0,10.23134328358209,0.4382847077266142,0.1767780474145977,0.06589509053574762,0.06346835915624417,440.04424778761063,0,0,23.515378540256755,5.938053097345133,1.0530973451327434,119,112
196.0,199,130.456382,0.01507537688442211,0.003589375448671931,0.0189873417721519,10.235074626865671,0.4370106756215867,0.17179902755267423,0.06356924185125158,0.06410949036556816,444.3761467889908,0,0,23.627440827347495,5.926605504587156,1.1009174311926606,120,108
195.0,199,134.885468,0.020100502512562814,0.004158724657771617,0.020942408376963352,10.33955223880597,0.4310101658832108,0.16701461377870563,0.06210855949895616,0.06402226861517049,443.57943925233644,0,0,23.487263358188248,5.934579439252336,1.0841121495327102,116,106
194.0,199,139.259901,0.02512562814070352,0.004857621440536013,0.0332541567695962,10.384328358208956,0.4303564587542933,0.15954224166947156,0.05974419387411646,0.06445641198249748,465.9894736842105,0,0,23.21687748140966,5.894736842105263,1.0736842105263158,102,94
198.0,199,143.717676,0.005025125628140704,0.004863024801426487,0.0014781966001478197,10.485074626865671,0.4255066198905159,0.15684039087947882,0.05667752442996743,0.06547231270358306,484.69642857142856,0,0,23.248993143479368,5.919642857142857,1.1071428571428572,124,111
195.0,199,148.276632,0.020100502512562814,0.005339195979899497,0.024140453547915143,10.552238805970148,0.4236711532963853,0.1505919494869771,0.056353591160221,0.0664561957379637,477.1842105263158,0,0,23.08995517515444,5.93859649122807,1.105263157894737,126,113
196.0,199,152.732109,0.01507537688442211,0.005634231764885031,0.014738393515106854,10.432835820895523,0.42887832475125554,0.1465319246669729,0.05466237942122187,0.06629918848568367,406.26605504587155,0,0,23.92512474742778,5.935779816513762,1.110091743119266,121,108
194.0,199,157.086693,0.02512562814070352,0.006207508128879693,0.03690036900369004,10.548507462686567,0.424819341517633,0.14275092936802974,0.05323420074349442,0.06602230483271375,458.22549019607845,0,0,23.441231579999116,5.902912621359223,1.0588235294117647,108,101
193.0,199,161.511681,0.03015075376884422,0.006891600861450108,0.047775947281713346,10.574626865671641,0.42185175961023214,0.14035848511130383,0.052760913558832036,0.06663775657704539,435.4466019417476,0,0,23.44401153580762,5.893203883495145,1.145631067961165,118,102
192.0,199,166.002897,0.035175879396984924,0.007677275265214964,0.04483586869495596,10.58955223880597,0.4221290955865982,0.13572433192686356,0.05007032348804501,0.06877637130801688,439.9238095238095,0,0,23.11887965767011,5.89622641509434,1.0857142857142856,114,104
199.0,199,170.451097,0.0,0.007469781339128073,0.0,10.5,0.4285689607696848,0.13339718155698455,0.048022985360514435,0.0690928991654125,420.32142857142856,0,0,23.73315935760692,5.946428571428571,1.0446428571428572,117,111
199.0,199,174.678801,0.0,0.007273208145993124,0.0,10.5,0.4218713381828802,0.13052743740010656,0.04701651571656899,0.06885988279168886,392.92783505154637,0,0,23.897935045364942,5.907216494845361,1.0515463917525774,102,96
192.0,199,179.028052,0.035175879396984924,0.007988661254992913,0.04620203602192639,10.514925373134329,0.4215048363561224,0.12753246753246752,0.046753246753246755,0.06935064935064936,441.6363636363636,0,0,23.312069807090044,5.91919191919192,1.0606060606060606,105,98
199.0,199,183.402601,0.0,0.007788944723618091,0.0,10.559701492537313,0.4169246927575415,0.12558551715407013,0.0467147740220281,0.06861628054184074,450.5925925925926,0,0,23.482270029810163,5.925925925925926,1.0925925925925926,118,107
194.0,199,187.974895,0.02512562814070352,0.008211790660620173,0.04400606980273141,10.555970149253731,0.41876263379071127,0.12195724700358335,0.04608921290003707,0.07018410972445323,415.3070175438597,0,0,23.717313440378295,5.93859649122807,1.1578947368421053,132,113
199.0,199,192.442318,0.0,0.008016271835367312,0.0,10.58955223880597,0.4184442540960688,0.11951278340569223,0.04486251808972504,0.07030873130728413,413.48623853211006,0,0,23.65928070597023,5.91743119266055,1.055045871559633,115,108
197.0,199,196.917743,0.010050251256281407,0.008063573682365315,0.010566037735849057,10.652985074626866,0.41931484987092354,0.11697490870538343,0.04311461891860054,0.07103310166097303,446.9056603773585,0,0,23.22970577439922,5.925233644859813,1.0943396226415094,116,105
193.0,199,201.286983,0.03015075376884422,0.008565555047967108,0.024622716441620333,10.667910447761194,0.4164954548333589,0.11495047224141902,0.0433079935498733,0.07118175535590877,444.08,0,0,23.29262511433271,5.900990099009901,1.14,114,99
195.0,199,205.678123,0.020100502512562814,0.008821887213847013,0.016457680250783698,10.51865671641791,0.4227112244955316,0.11343922496338853,0.0416807480004506,0.071082572941309,469.1862745098039,0,0,23.182773848433495,5.921568627450981,1.1470588235294117,117,101
191.0,199,210.124598,0.04020100502512563,0.009504041948874808,0.04878048780487805,10.470149253731343,0.4300338425805777,0.1109395677106308,0.04223643581826202,0.07068813409792678,440.9158878504673,0,0,23.574872841180156,5.934579439252336,1.1121495327102804,119,106
195.0,199,214.635098,0.020100502512562814,0.009729498556612851,0.026595744680851064,10.619402985074627,0.42285406934265923,0.10838821116269028,0.041779121235021054,0.07135917089495844,483.39823008849555,0,0,22.73921233650999,5.869565217391305,1.168141592920354,132,112
199.0,199,219.227738,0.0,0.00952680067001675,0.0,10.708955223880597,0.423510065966527,0.10473472838723315,0.04047770027478335,0.07176072711900232,468.0366972477064,0,0,23.344436186008267,5.892857142857143,1.1192660550458715,122,108
199.0,199,223.763802,0.0,0.00933237616654702,0.0,10.761194029850746,0.4194408295577555,0.10185281026808819,0.03912638443225339,0.07338784804885623,444.9633027522936,0,0,23.21949170035071,5.866071428571429,1.1009174311926606,120,108
199.0,199,228.142023,0.0,0.00914572864321608,0.0,10.753731343283581,0.42385717032383735,0.09908722109533469,0.03884381338742394,0.07322515212981745,458.621359223301,0,0,23.305371366745373,5.932038834951456,1.0388349514563107,107,102
198.0,199,232.565681,0.005025125628140704,0.009064932505665584,0.009389671361502348,10.723880597014926,0.4235468411614489,0.09703718433088089,0.039073374428315766,0.07277788824816067,468.0188679245283,0,0,23.391400498698818,5.91588785046729,1.028301886792453,109,105
199.0,199,237.018392,0.0,0.00889060688055663,0.0,10.67910447761194,0.41874408986071016,0.09710441649605148,0.03958272399337038,0.07282831237203861,446.1743119266055,0,0,23.470563858560055,5.89908256880734,1.1009174311926606,120,108
198.0,199,241.379114,0.005025125628140704,0.00881767327202048,0.004597701149425287,10.76865671641791,0.41659923730937254,0.09536107125777141,0.038450502152080346,0.07288378766140603,439.3679245283019,0,0,23.06126308307721,5.898148148148148,1.1603773584905661,123,105
