#{"t_start": 1712745301.719815, "env_id": "PhyRMSA-v0"}
r,l,t,episode_service_blocking_rate,service_blocking_rate,episode_bit_rate_blocking_rate,number_cuts_total,rss_total_metric,C_BVTs,L_BVTs,S_BVTs,total_path_length,num_moves,num_defrag_cycle,avrage_gsnr,average_mod_level,average_path_index
206.0,206,5.209992,0.0,0.0,0.0,1.9291044776119404,0.8291734434239459,0.7777777777777778,0.0,0.0,917.6496815286624,0,0,19.86482757727063,5.432584269662922,0.9936305732484076
206.0,206,9.662672,0.0,0.0,0.0,2.485074626865672,0.7616063722536908,0.5665859564164649,0.0774818401937046,0.0,902.384,0,0,19.58507268194455,5.368794326241135,0.992
206.0,206,13.850383,0.0,0.0,0.0,2.824626865671642,0.7156630256355417,0.41033925686591277,0.11954765751211632,0.0,867.018018018018,0,0,19.340785587740516,5.271317829457364,0.990990990990991
206.0,206,18.019328,0.0,0.0,0.0,3.1902985074626864,0.670769685155132,0.336969696969697,0.12,0.0036363636363636364,909.9911504424779,0,0,18.74484491386301,5.080882352941177,0.9911504424778761
206.0,206,22.134293,0.0,0.0,0.0,3.4141791044776117,0.6413687748780518,0.2812803103782735,0.1037827352085354,0.023278370514064017,885.5833333333334,0,0,18.81185415686755,5.055555555555555,0.9907407407407407
206.0,206,26.268005,0.0,0.0,0.0,4.0559701492537314,0.565436091322789,0.24090541632983023,0.09781729991915926,0.06386418755052546,1017.042735042735,0,0,16.35740388603199,4.333333333333333,0.9914529914529915
206.0,206,30.380094,0.0,0.0,0.0,4.32089552238806,0.5345688454204636,0.21621621621621623,0.08593208593208593,0.0893970893970894,938.3478260869565,0,0,17.19875579746322,4.5,0.991304347826087
203.0,206,34.237695,0.014563106796116505,0.0018203883495145632,0.01866251944012442,4.376865671641791,0.5229210349725395,0.1913730255164034,0.07897934386391252,0.09963547995139732,946.3137254901961,0,0,17.093516258572297,4.532374100719425,1.1274509803921569
203.0,206,38.049565,0.014563106796116505,0.003236245954692557,0.02442868400315209,4.481343283582089,0.5097333780860901,0.18009734991887508,0.06976744186046512,0.09518658734451055,882.009900990099,0,0,18.380103960578378,4.854838709677419,1.0396039603960396
200.0,206,41.890051,0.02912621359223301,0.005825242718446602,0.0448,4.4216417910447765,0.5133289857861846,0.1683748169838946,0.063933626159102,0.0956564177647633,1003.8058252427185,0,0,18.25126651036501,4.959349593495935,1.3495145631067962
204.0,206,45.831085,0.009708737864077669,0.00617828773168579,0.014855355746677092,4.436567164179104,0.5084181254552987,0.1615623612960497,0.05992010652463382,0.08921438082556592,900.6944444444445,0,0,18.48032593697279,4.943548387096774,1.0833333333333333
205.0,206,49.795675,0.0048543689320388345,0.006067961165048544,0.006782215523737754,4.335820895522388,0.517217220178831,0.1501220504475183,0.05207485760781123,0.08950366151342555,928.2782608695652,0,0,17.870643348182774,4.78169014084507,1.0347826086956522
205.0,206,53.59623,0.0048543689320388345,0.00597460791635549,0.007733952049497293,4.414179104477612,0.5090145620844437,0.13668794592564776,0.045437476530229066,0.08899737138565528,922.6923076923077,0,0,17.373248867405987,4.583333333333333,0.9903846153846154
203.0,206,57.498764,0.014563106796116505,0.006588072122052704,0.016178736517719568,4.585820895522388,0.49151148314239346,0.13189113747383113,0.0471039776692254,0.09141660851360782,872.0701754385965,0,0,18.03753134005787,4.840277777777778,1.131578947368421
202.0,206,61.337695,0.019417475728155338,0.00744336569579288,0.0310841546626232,4.619402985074627,0.4922633852248936,0.12483702737940026,0.04595827900912647,0.09159061277705345,969.0277777777778,0,0,17.7981958674168,4.720588235294118,1.2777777777777777
204.0,206,65.071043,0.009708737864077669,0.00758495145631068,0.012789768185451638,4.652985074626866,0.4907049350991676,0.11797066014669927,0.042787286063569685,0.09046454767726161,881.8041237113403,0,0,18.361430470489513,4.948717948717949,1.041237113402062
193.0,206,68.927256,0.06310679611650485,0.010850942318675044,0.09090909090909091,4.567164179104478,0.5012927338223119,0.11255411255411256,0.03896103896103896,0.09004329004329005,853.7821782178218,0,0,18.251160930059307,4.943089430894309,1.188118811881188
205.0,206,72.863006,0.0048543689320388345,0.010517799352750809,0.0030959752321981426,4.388059701492537,0.5229139763024848,0.10653950953678475,0.03651226158038147,0.08446866485013624,896.5135135135135,0,0,18.64874494652326,5.096,1.045045045045045
198.0,206,76.891584,0.038834951456310676,0.01200817577925396,0.035982008995502246,4.485074626865671,0.5105327974870137,0.10134436401240951,0.035677352637021716,0.08841778697001035,911.2616822429907,0,0,17.25831408809626,4.542253521126761,1.102803738317757
203.0,206,80.746412,0.014563106796116505,0.012135922330097087,0.018706157443491817,4.492537313432836,0.5007037880244107,0.09899287644313437,0.032670105625153524,0.08867600098255957,972.0535714285714,0,0,17.661968039388718,4.768115942028985,1.1785714285714286
198.0,206,84.526879,0.038834951456310676,0.013407304669440592,0.04559270516717325,4.522388059701493,0.501018587114317,0.09112204263293511,0.02974935582103537,0.08760833918950574,887.0784313725491,0,0,18.390331127380975,4.958677685950414,1.1274509803921569
203.0,206,88.410081,0.014563106796116505,0.013459841129744042,0.027777777777777776,4.567164179104478,0.5054566086780852,0.0838550983899821,0.02728085867620751,0.08340787119856888,960.8532110091743,0,0,18.113079393549157,4.834645669291339,1.1192660550458715
198.0,206,92.227385,0.038834951456310676,0.014563106796116505,0.05500381970970206,4.544776119402985,0.50703512838289,0.08201284796573875,0.026124197002141327,0.08265524625267666,1028.3861386138615,0,0,17.949539100559893,4.934426229508197,1.2277227722772277
202.0,206,96.164627,0.019417475728155338,0.01476537216828479,0.026825633383010434,4.518656716417911,0.5035278334288279,0.07717569786535304,0.02647783251231527,0.07512315270935961,929.212389380531,0,0,18.11027633164788,4.865248226950355,1.0619469026548674
202.0,206,99.925162,0.019417475728155338,0.014951456310679612,0.02690909090909091,4.455223880597015,0.5061966621885267,0.07548285376428852,0.026212061489948757,0.0737091052424123,818.8076923076923,0,0,18.767210947558883,5.065040650406504,1.1826923076923077
205.0,206,103.870985,0.0048543689320388345,0.014563106796116505,0.00546875,4.4216417910447765,0.5099246594956532,0.07198333017616973,0.02481530592915325,0.07198333017616973,862.295652173913,0,0,18.231385316025253,4.861313868613139,1.0956521739130434
206.0,206,107.93901,0.0,0.014023732470334413,0.0,4.388059701492537,0.5056885749102271,0.07110300820419325,0.024430264357338194,0.06709206927985414,951.4,0,0,17.765427389907632,4.758389261744966,0.991304347826087
202.0,206,111.732703,0.019417475728155338,0.014216366158113732,0.03193033381712627,4.451492537313433,0.5012337417059688,0.06769825918762089,0.02338667135572358,0.06382978723404255,848.4845360824743,0,0,17.7434051710013,4.669291338582677,1.1030927835051547
199.0,206,115.611527,0.03398058252427184,0.014897890860395046,0.04176157934700076,4.481343283582089,0.5042886677622191,0.0654094461433911,0.023955147808358817,0.05895344886170574,949.743119266055,0,0,18.149788181345198,4.91044776119403,1.3027522935779816
194.0,206,119.590839,0.05825242718446602,0.01634304207119741,0.08065667380442541,4.455223880597015,0.5012073746764585,0.065625,0.024177631578947367,0.06085526315789474,947.8198198198198,0,0,17.67096291579515,4.690647482014389,1.1801801801801801
193.0,206,123.71621,0.06310679611650485,0.017851550266207328,0.0776978417266187,4.5559701492537314,0.4927039519766076,0.06185238322971465,0.024230830543599553,0.059939422923641,862.0925925925926,0,0,17.975042680329008,4.82089552238806,1.1944444444444444
198.0,206,127.743124,0.038834951456310676,0.018507281553398057,0.04573804573804574,4.496268656716418,0.5014350772401918,0.06073249884098285,0.023334878689537937,0.06150517694328543,894.4033613445379,0,0,18.141755258717648,4.843537414965986,1.1176470588235294
204.0,206,131.606927,0.009708737864077669,0.018240659017358045,0.017011834319526627,4.4888059701492535,0.5063720141474487,0.058277153558052436,0.020224719101123594,0.05767790262172284,876.1743119266055,0,0,18.674011195826704,5.0,1.091743119266055
204.0,206,135.580202,0.009708737864077669,0.017989720159908625,0.016329704510108865,4.485074626865671,0.5036815317977698,0.057130396860008724,0.021805494984736152,0.055095217328100014,945.9545454545455,0,0,18.157862357951572,4.917910447761194,1.2363636363636363
202.0,206,139.359847,0.019417475728155338,0.018030513176144243,0.029320987654320986,4.361940298507463,0.5127694392201689,0.05606552746787177,0.02090100268323683,0.05663041943228358,841.2020202020202,0,0,18.189239626122742,4.902439024390244,1.1515151515151516
197.0,206,143.275031,0.043689320388349516,0.018743257820927724,0.052552552552552555,4.313432835820896,0.5107917322746459,0.057158560043968125,0.01978565539983512,0.05592195658147843,822.3619047619047,0,0,18.603720085594116,5.0,1.1714285714285715
198.0,206,147.28208,0.038834951456310676,0.019286276567829965,0.04034134988363072,4.343283582089552,0.5133340524891551,0.05283574103798823,0.019796682718031033,0.05337078651685393,899.0747663551402,0,0,18.124739958314176,4.880952380952381,1.2710280373831775
206.0,206,151.076136,0.0,0.018778742973939704,0.0,4.388059701492537,0.5135507543180039,0.0511585524602968,0.017964071856287425,0.05141890132777922,926.2115384615385,0,0,17.860243682544464,4.807407407407408,1.1153846153846154
205.0,206,154.910843,0.0048543689320388345,0.018421707742096092,0.006731488406881077,4.317164179104478,0.5169962271153419,0.05198427792570052,0.016736401673640166,0.04906808672499049,889.6090909090909,0,0,18.188195613104888,4.875912408759124,1.1636363636363636
203.0,206,158.731113,0.014563106796116505,0.018325242718446603,0.021116138763197588,4.399253731343284,0.5064640429226543,0.050061804697156986,0.017058096415327566,0.048949320148331275,826.4811320754717,0,0,18.647036166412672,5.064,1.169811320754717
