#{"t_start": 1712595707.0334237, "env_id": "PhyRMSA-v0"}
r,l,t,episode_service_blocking_rate,service_blocking_rate,episode_bit_rate_blocking_rate,number_cuts_total,rss_total_metric,C_BVTs,L_BVTs,S_BVTs,total_path_length,num_moves,num_defrag_cycle,avrage_gsnr,average_mod_level
204.0,204,18.908296,0.0,0.0,0.0,1.3955223880597014,0.8769982466563183,0.7317073170731707,0.0,0.0,1029.4645161290323,0,0,20.318424340699476,5.746913580246914
204.0,204,33.827025,0.0,0.0,0.0,1.7537313432835822,0.8223993051894524,0.6185819070904646,0.0024449877750611247,0.0,1020.46875,0,0,19.904386073187794,5.637037037037037
204.0,204,45.889204,0.0,0.0,0.0,1.8805970149253732,0.7960061089878339,0.5089722675367048,0.040783034257748776,0.0,934.25,0,0,19.925731824351345,5.563492063492063
204.0,204,57.093674,0.0,0.0,0.0,2.078358208955224,0.7664320535149162,0.397796817625459,0.07343941248470012,0.0,986.2702702702703,0,0,19.58638239796752,5.450819672131147
204.0,204,68.227841,0.0,0.0,0.0,2.1194029850746268,0.7476801750370949,0.3281096963761019,0.08227228207639568,0.0,1001.0666666666667,0,0,19.793540907864347,5.411764705882353
204.0,204,78.38574,0.0,0.0,0.0,2.496268656716418,0.7036481451052579,0.28816326530612246,0.11020408163265306,0.0,1074.6842105263158,0,0,18.575222238335,5.207407407407407
204.0,204,87.549765,0.0,0.0,0.0,2.5708955223880596,0.685644816153529,0.2463261021693492,0.11966410076976906,0.0,992.3363636363637,0,0,19.200231328072423,5.317829457364341
204.0,204,95.591578,0.0,0.0,0.0,2.8544776119402986,0.6625583396697642,0.22106552357624004,0.11206368646662584,0.009185548071034905,1042.2871287128712,0,0,18.36216975790783,5.104838709677419
204.0,204,103.61267,0.0,0.0,0.0,2.712686567164179,0.6720601538071235,0.2084921066956995,0.09526401741970604,0.012520413718018509,943.6190476190476,0,0,19.46914741138629,5.3418803418803416
204.0,204,111.144189,0.0,0.0,0.0,3.0186567164179103,0.6363173656701999,0.18912297893189614,0.09113179813816756,0.022048015678588925,1128.5588235294117,0,0,17.7010051471105,4.857142857142857
204.0,204,118.706516,0.0,0.0,0.0,3.167910447761194,0.6136857321274101,0.17817371937639198,0.08507795100222718,0.027171492204899776,1016.4324324324324,0,0,18.68791410477704,5.15625
204.0,204,125.832437,0.0,0.0,0.0,3.1791044776119404,0.6165796720123206,0.16414863209473254,0.07472437729685585,0.03225806451612903,990.1904761904761,0,0,18.594810627471286,5.085470085470085
204.0,204,133.011007,0.0,0.0,0.0,3.3544776119402986,0.5923132314106176,0.15567282321899736,0.07387862796833773,0.04221635883905013,1079.5779816513761,0,0,17.531887215287014,4.838235294117647
204.0,204,139.587378,0.0,0.0,0.0,3.3843283582089554,0.5794776423294581,0.14735736786839343,0.07140357017850893,0.04410220511025551,937.2636363636364,0,0,18.919629477728872,5.173228346456693
204.0,204,146.112649,0.0,0.0,0.0,3.6082089552238807,0.5514386997837412,0.13721006207121855,0.06697157791571381,0.05096373734073832,1087.1061946902655,0,0,17.62945228103821,4.773049645390071
204.0,204,151.791982,0.0,0.0,0.0,3.6940298507462686,0.5485172494533147,0.12710566615620214,0.06156202143950995,0.05237366003062787,960.156862745098,0,0,18.18118165863052,4.991869918699187
204.0,204,157.557342,0.0,0.0,0.0,3.8358208955223883,0.5226785605926403,0.12395503026808878,0.05851830498702796,0.06053617757278755,950.8018867924528,0,0,17.498070053807496,4.735294117647059
204.0,204,163.126475,0.0,0.0,0.0,3.656716417910448,0.5449618108871527,0.12006534168254833,0.055268173155458754,0.06207459842090934,961.9642857142857,0,0,18.226787656233387,5.0078125
204.0,204,168.569995,0.0,0.0,0.0,3.593283582089552,0.5507610939211137,0.11168429197833377,0.052875935001289655,0.059582151147794686,1041.9532710280373,0,0,18.345675797564304,5.030534351145038
204.0,204,174.326783,0.0,0.0,0.0,3.593283582089552,0.5571869507448147,0.10806174957118353,0.049252634158294534,0.05513354569958344,974.2761904761904,0,0,18.56435876075005,5.128
204.0,204,179.524755,0.0,0.0,0.0,3.9365671641791047,0.5229401184933775,0.09754959159859977,0.049941656942823806,0.05670945157526255,1047.5252525252524,0,0,17.45073677130178,4.701612903225806
204.0,204,185.02018,0.0,0.0,0.0,4.052238805970149,0.516430306879946,0.09289374025395411,0.04655825350857652,0.05970149253731343,1043.7610619469026,0,0,18.010119568912366,4.916666666666667
202.0,204,189.8718,0.00980392156862745,0.00042625745950554135,0.01669195751138088,4.253731343283582,0.5008151393564063,0.08399062033681517,0.0445534001279045,0.056277979108931994,1136.0086206896551,0,0,16.9787306902365,4.700680272108843
198.0,204,194.680788,0.029411764705882353,0.0016339869281045752,0.032357473035439135,4.104477611940299,0.5130249249932854,0.08202086316220086,0.0429535692370628,0.05624872161996318,1078.4591836734694,0,0,18.10538239767255,4.982905982905983
201.0,204,199.752524,0.014705882352941176,0.002156862745098039,0.02327272727272727,4.0335820895522385,0.5050698893469723,0.08153241650294696,0.04282907662082515,0.05717092337917485,988.5338983050848,0,0,17.85431757111011,4.870503597122302
203.0,204,204.790056,0.004901960784313725,0.0022624434389140274,0.005516154452324665,3.955223880597015,0.5146678934085803,0.07916115624409598,0.04250897411675798,0.05913470621575666,945.8918918918919,0,0,18.048394327079418,4.916666666666667
201.0,204,209.608871,0.014705882352941176,0.0027233115468409588,0.0228310502283105,3.970149253731343,0.5214312686475637,0.07480888241718238,0.03731343283582089,0.057699308336366946,947.3603603603603,0,0,18.52860496784434,5.09375
204.0,204,214.661869,0.0,0.0026260504201680674,0.0,3.746268656716418,0.5417756627664615,0.07265707265707266,0.037206037206037205,0.05071955071955072,941.4326923076923,0,0,18.599475652953796,5.125984251968504
