#{"t_start": 1710149226.6309464, "env_id": "PhyRMSA-v0"}
r,l,t,episode_service_blocking_rate,service_blocking_rate,episode_bit_rate_blocking_rate,number_cuts_total,rss_total_metric,C_BVTs,L_BVTs,S_BVTs,total_path_length,num_moves,num_defrag_cycle
209.0,209,5.812368,0.0,0.0,0.0,1.958955223880597,0.8254997859522453,0.7952380952380952,0.0,0.0,134435,0,0
209.0,209,11.582645,0.0,0.0,0.0,2.593283582089552,0.7463446400463951,0.5727923627684964,0.1026252983293556,0.0,232579,0,0
209.0,209,17.367609,0.0,0.0,0.0,3.0858208955223883,0.6821519852819148,0.44745222929936307,0.1480891719745223,0.0,299079,0,0
209.0,209,23.165604,0.0,0.0,0.0,3.5261194029850746,0.6249700011092548,0.35961768219832735,0.12783751493428913,0.03942652329749104,343075,0,0
209.0,209,29.03486,0.0,0.0,0.0,3.9402985074626864,0.5747784811308478,0.2982791586998088,0.12237093690248566,0.07170172084130019,383410,0,0
205.0,209,34.972823,0.019138755980861243,0.003189792663476874,0.026353276353276354,4.58955223880597,0.4951958506657668,0.26938449240607515,0.11750599520383694,0.10951239008792965,450620,0,0
203.0,209,41.050838,0.028708133971291867,0.00683526999316473,0.03722261989978525,4.574626865671642,0.4941158537879691,0.24552957359009628,0.109353507565337,0.10797799174690509,472773,0,0
195.0,209,47.255611,0.06698564593301436,0.014354066985645933,0.09162098668754894,4.626865671641791,0.4867611654045063,0.2261976955730746,0.09460278956943602,0.10309278350515463,489216,0,0
202.0,209,53.450142,0.03349282296650718,0.01648059542796385,0.050451807228915665,4.58955223880597,0.4913145467008308,0.20961642355483523,0.08806050783360346,0.11021069692058347,511882,0,0
198.0,209,59.60892,0.05263157894736842,0.020095693779904306,0.06436420722135008,4.529850746268656,0.49526524252705884,0.19765739385065886,0.08345534407027819,0.11029770619814544,533179,0,0
201.0,209,65.783394,0.03827751196172249,0.02174858634188778,0.05904334828101644,4.57089552238806,0.4898162173466999,0.18488888888888888,0.07422222222222222,0.10133333333333333,531754,0,0
200.0,209,71.930018,0.0430622009569378,0.023524720893141945,0.05114503816793893,4.5,0.4869001086768393,0.1783673469387755,0.06979591836734694,0.10612244897959183,562570,0,0
198.0,209,78.147433,0.05263157894736842,0.02576370997423629,0.07894736842105263,4.462686567164179,0.48400678683819187,0.16880664652567975,0.0702416918429003,0.10649546827794562,585602,0,0
198.0,209,84.19945,0.05263157894736842,0.027682843472317156,0.06591760299625468,4.548507462686567,0.4745335640063591,0.1584680252986648,0.06921995783555868,0.10997891777933942,608576,0,0
196.0,209,90.24019,0.06220095693779904,0.029984051036682616,0.09527381845461365,4.645522388059701,0.47006939822756527,0.1452991452991453,0.0670611439842209,0.10848126232741617,618194,0,0
204.0,209,96.310275,0.023923444976076555,0.029605263157894735,0.039816232771822356,4.682835820895522,0.4636381282948824,0.1377079482439926,0.06099815157116451,0.10382008626001232,629328,0,0
196.0,209,102.523186,0.06220095693779904,0.031522656909653814,0.08685968819599109,4.585820895522388,0.4716805744697865,0.13219058686809995,0.05984892504357931,0.09355026147588612,637394,0,0
192.0,209,108.676057,0.08133971291866028,0.0342902711323764,0.11127596439169139,4.541044776119403,0.48261469311608657,0.12850853054485414,0.05613648871766648,0.085305448541552,641453,0,0
201.0,209,114.681859,0.03827751196172249,0.034500125912868294,0.06624605678233439,4.496268656716418,0.48161060806810907,0.12698826597131682,0.05345501955671447,0.08109517601043024,646647,0,0
200.0,209,120.891965,0.0430622009569378,0.034928229665071774,0.06142322097378277,4.5335820895522385,0.47996398165088167,0.11672862453531599,0.05154894671623296,0.08302354399008674,635320,0,0
200.0,209,126.985196,0.0430622009569378,0.035315561631351106,0.04798172124904798,4.58955223880597,0.4772640089010708,0.11003541912632822,0.046989374262101535,0.07839433293978748,627399,0,0
194.0,209,133.193442,0.07177033492822966,0.03697259678120922,0.0972644376899696,4.608208955223881,0.47964905908384936,0.10295777827952134,0.04538270489952585,0.07879882592007226,635947,0,0
189.0,209,139.508653,0.09569377990430622,0.039525691699604744,0.13040181956027294,4.5559701492537314,0.48624344058771246,0.097444781290602,0.04309224772628844,0.07232568211346903,635227,0,0
195.0,209,145.778808,0.06698564593301436,0.04066985645933014,0.08490566037735849,4.611940298507463,0.4821600449382115,0.09328900893413672,0.04383960108040723,0.07251194681072097,636334,0,0
201.0,209,151.985649,0.03827751196172249,0.04057416267942584,0.043731778425655975,4.664179104477612,0.47144259458769583,0.09094535301156761,0.043478260869565216,0.07558835261268448,647108,0,0
199.0,209,158.281761,0.04784688995215311,0.04085388295914612,0.06722054380664652,4.600746268656716,0.47340677375332,0.08785727987723001,0.042010358718588145,0.07442931133704202,660794,0,0
197.0,209,164.517066,0.05741626794258373,0.04146730462519936,0.07850330154071901,4.552238805970149,0.47825217291792943,0.08521256931608133,0.038632162661737524,0.07079482439926063,644507,0,0
194.0,209,170.785423,0.07177033492822966,0.04254955570745044,0.09593837535014006,4.473880597014926,0.47972262557405915,0.08386866523911492,0.03854389721627409,0.06709493219129194,663376,0,0
202.0,209,176.965026,0.03349282296650718,0.0422372545784524,0.04807692307692308,4.541044776119403,0.4745413909883397,0.07940062004822597,0.037030657940062,0.06682741991043747,662915,0,0
184.0,209,183.317956,0.11961722488038277,0.04481658692185008,0.14669421487603307,4.544776119402985,0.4734239272490726,0.07796327212020034,0.03689482470784641,0.06277128547579298,680583,0,0
192.0,209,189.61008,0.08133971291866028,0.04599475227658589,0.0949535192563081,4.5559701492537314,0.46839233226912497,0.0761889356195406,0.03671950824975736,0.05936590100291168,688194,0,0
200.0,209,195.822495,0.0430622009569378,0.04590311004784689,0.0575801749271137,4.58955223880597,0.4700645851476143,0.07239109996866186,0.03525540582889376,0.058288937637104354,663951,0,0
197.0,209,202.071613,0.05741626794258373,0.046251993620414676,0.07985347985347985,4.634328358208955,0.46479010162339424,0.0718954248366013,0.03359173126614987,0.0598875208998328,673242,0,0
196.0,209,208.309098,0.06220095693779904,0.04672108077680833,0.08241758241758242,4.645522388059701,0.4684012421184192,0.06922509225092251,0.03232472324723247,0.05623616236162362,658662,0,0
205.0,209,214.447011,0.019138755980861243,0.045933014354066985,0.03360116873630387,4.652985074626866,0.46585817924367484,0.06891117478510028,0.030659025787965616,0.05472779369627507,661189,0,0
199.0,209,220.633236,0.04784688995215311,0.045986177565124936,0.065284178187404,4.597014925373134,0.46810094742217123,0.0675581557319961,0.03092352695361471,0.052932163253935086,663918,0,0
198.0,209,226.70389,0.05263157894736842,0.04616578300788827,0.06322282189668466,4.58955223880597,0.47063927277447054,0.06533821336586688,0.030771316253219466,0.04961366409109394,662267,0,0
198.0,209,232.759336,0.05263157894736842,0.046335935532611436,0.07854984894259819,4.5,0.47145207185044913,0.06481848184818483,0.028646864686468647,0.04673267326732673,660676,0,0
202.0,209,238.849511,0.03349282296650718,0.04600662495399337,0.046886446886446886,4.477611940298507,0.47196846583033886,0.06352063777806352,0.028417127427028416,0.04809052333804809,659379,0,0
206.0,209,245.03882,0.014354066985645933,0.04521531100478469,0.021323529411764706,4.477611940298507,0.47175244298847613,0.060628836277088816,0.02805962670675185,0.04998121007140173,664467,0,0
189.0,209,251.310381,0.09569377990430622,0.0464464931730657,0.1303714493809177,4.5335820895522385,0.46893752742619593,0.05922662750856583,0.02741067058247675,0.04552129221732746,667831,0,0
193.0,209,257.359439,0.07655502392344497,0.047163362952836636,0.1130952380952381,4.507462686567164,0.47265593632565056,0.05714285714285714,0.02594142259414226,0.042677824267782424,650366,0,0
196.0,209,263.395319,0.06220095693779904,0.04751307444085902,0.06737320211960636,4.514925373134329,0.47231793107353504,0.05454970213760075,0.025113888564420043,0.04298563251956547,654026,0,0
198.0,209,269.462879,0.05263157894736842,0.047629404088734235,0.07426099495313626,4.5,0.472280201791883,0.05377326178787533,0.02523119077520265,0.04258476995090764,664844,0,0
196.0,209,275.513417,0.06220095693779904,0.047953216374269005,0.0880281690140845,4.485074626865671,0.47282962750328833,0.053378001116694586,0.02534896705750977,0.043104410943606924,680974,0,0
193.0,209,281.601062,0.07655502392344497,0.04857499479925109,0.09932785660941,4.518656716417911,0.46789662316978997,0.052907739396589416,0.025688675120244864,0.04285089637079143,692519,0,0
201.0,209,287.58894,0.03827751196172249,0.048355899419729204,0.061115355233002294,4.619402985074627,0.46799022624538633,0.05091453631404428,0.023745855171676114,0.041287838271472886,677131,0,0
197.0,209,293.817855,0.05741626794258373,0.048544657097288675,0.08462104488594555,4.552238805970149,0.47105076949446384,0.05070186465535303,0.023779593547035408,0.038131154410224175,683314,0,0
200.0,209,300.063944,0.0430622009569378,0.048432770237281514,0.04953338119167265,4.462686567164179,0.4717727052139969,0.05017443053560435,0.02390724399753745,0.03940077980710035,686513,0,0
203.0,209,306.230435,0.028708133971291867,0.04803827751196172,0.038577912254160365,4.5111940298507465,0.46629892067035866,0.04854759272288672,0.023218413910945822,0.03990350789024023,692986,0,0
201.0,209,312.268022,0.03827751196172249,0.04784688995215311,0.05282738095238095,4.462686567164179,0.4668079038425095,0.04798029556650246,0.023251231527093595,0.039901477832512314,689905,0,0
201.0,209,318.497787,0.03827751196172249,0.04766286345233714,0.04449307075127644,4.485074626865671,0.46689770548931897,0.04820790261810453,0.022703120471452034,0.03632499275432326,681014,0,0
196.0,209,324.777193,0.06220095693779904,0.04793716710300623,0.09416058394160584,4.425373134328358,0.47385312662625073,0.046837963401915234,0.022470844789987673,0.03640845738124585,667378,0,0
197.0,209,331.012782,0.05741626794258373,0.04811270600744285,0.0746054519368723,4.507462686567164,0.4667256184272846,0.045234549516008936,0.021965748324646314,0.03508935219657483,663764,0,0
198.0,209,337.228726,0.05263157894736842,0.04819486733362331,0.07092198581560284,4.492537313432836,0.4664528588099618,0.045055748492048985,0.021202705172728934,0.03655638822884299,678491,0,0
196.0,209,343.454291,0.06220095693779904,0.04844497607655503,0.07686676427525622,4.507462686567164,0.46731559449882565,0.04390375291793859,0.02127850601544263,0.03223199856347639,666719,0,0
192.0,209,349.752274,0.08133971291866028,0.049022076722907745,0.09109874826147427,4.593283582089552,0.4594138654430591,0.04474845542806708,0.02003530450132392,0.03265666372462489,670469,0,0
195.0,209,356.034454,0.06698564593301436,0.04933179343342683,0.09422936449963477,4.567164179104478,0.4685390389021692,0.04338394793926247,0.019783080260303686,0.03253796095444685,665246,0,0
189.0,209,362.473777,0.09569377990430622,0.05011758981428919,0.12811387900355872,4.529850746268656,0.4679972542877079,0.041232712992999826,0.01980536110636845,0.03167150418302885,667028,0,0
200.0,209,368.751574,0.0430622009569378,0.05,0.06235912847483095,4.447761194029851,0.47065754248625513,0.04146382407251972,0.019388954171562868,0.030048682222595265,671216,0,0
191.0,209,374.947631,0.0861244019138756,0.05059220331006353,0.11352133044107014,4.432835820895522,0.47794743544489554,0.04023130937629079,0.018504750103263114,0.02792234613795952,654115,0,0
198.0,209,381.027929,0.05263157894736842,0.050625096465503935,0.06981519507186858,4.4664179104477615,0.47575615975000823,0.03982768430464115,0.018775908315045112,0.025115825408436966,649039,0,0
201.0,209,387.067037,0.03827751196172249,0.05042910306068201,0.06202723146747353,4.529850746268656,0.47344964727470656,0.03950735764555342,0.01767434420985285,0.026071657069737682,656971,0,0
201.0,209,393.097069,0.03827751196172249,0.050239234449760764,0.05718475073313783,4.649253731343284,0.4574886991295088,0.03911845730027548,0.0179456906729634,0.027469500196772925,677667,0,0
192.0,209,399.21498,0.08133971291866028,0.05071770334928229,0.11700581395348837,4.541044776119403,0.4605289156015887,0.03869116848879584,0.017600992478871057,0.027525781189423896,693390,0,0
190.0,209,405.327908,0.09090909090909091,0.05132666376685516,0.10331534309946029,4.600746268656716,0.4615370924658693,0.03736532436769313,0.016810575380148237,0.02666768548941698,693276,0,0
200.0,209,411.34202,0.0430622009569378,0.05120331357566236,0.0640542577241899,4.600746268656716,0.45989646334852546,0.03612553623842854,0.017310152780913676,0.025889967637540454,678213,0,0
196.0,209,417.448976,0.06220095693779904,0.05136504362510554,0.08974358974358974,4.537313432835821,0.45435636309633415,0.03604539049173033,0.017355188014536824,0.02840614106652822,717807,0,0
194.0,209,423.536618,0.07177033492822966,0.05166077248457111,0.10518292682926829,4.4888059701492535,0.4623264771440373,0.0348029538641515,0.017109015134898004,0.028588140674124442,701248,0,0
191.0,209,429.706739,0.0861244019138756,0.05215311004784689,0.10855018587360594,4.477611940298507,0.46156843783838464,0.03403518892414191,0.016801269108739546,0.029852898759734642,711798,0,0
191.0,209,435.925073,0.0861244019138756,0.05263157894736842,0.10974729241877257,4.4440298507462686,0.4668295183266507,0.034497474927092965,0.016075112027882494,0.029660715555871683,701725,0,0
181.0,209,442.260221,0.1339712918660287,0.053761297182349815,0.1744617668893838,4.455223880597015,0.4648029052812122,0.034339887640449436,0.0160814606741573,0.028089887640449437,711055,0,0
192.0,209,448.569043,0.08133971291866028,0.05413908369928557,0.10886806056236481,4.343283582089552,0.4679182988546234,0.035268847006651886,0.016144678492239467,0.027231152993348114,721988,0,0
190.0,209,454.784086,0.09090909090909091,0.054635975688607265,0.12816691505216096,4.485074626865671,0.46371925194882435,0.03378470797428532,0.015592942141977841,0.023936533989878266,701726,0,0
198.0,209,461.087073,0.05263157894736842,0.05460925039872408,0.07179115300942712,4.481343283582089,0.4659427902762,0.03292847503373819,0.015587044534412956,0.023346828609986506,688093,0,0
195.0,209,467.356532,0.06698564593301436,0.0547720977083858,0.08639308855291576,4.518656716417911,0.4568372987090891,0.03323343323343323,0.016183816183816185,0.024175824175824177,713317,0,0
198.0,209,473.581242,0.05263157894736842,0.05474429876343752,0.0734094616639478,4.537313432835821,0.46612929573287015,0.03234076119108657,0.014592782488661013,0.023401038585420364,670384,0,0
196.0,209,479.859547,0.06220095693779904,0.0548398969451601,0.08979278587874137,4.458955223880597,0.4764136281605698,0.030761243429164774,0.015056136024401324,0.022324615484457137,663102,0,0
203.0,209,486.056197,0.028708133971291867,0.0545091151353643,0.045420699925539834,4.526119402985074,0.4699752181118675,0.029912887522418653,0.01447604406866513,0.022674865488086088,658216,0,0
205.0,209,492.227382,0.019138755980861243,0.05406698564593301,0.02589223233030091,4.66044776119403,0.46628792629657234,0.029145855724853006,0.01378263893279383,0.022317759372826707,651069,0,0
198.0,209,498.468389,0.05263157894736842,0.05404926457558037,0.0743740795287187,4.597014925373134,0.4689642323071598,0.02909772088666875,0.012800499531689042,0.021854511395566656,637199,0,0
200.0,209,504.72372,0.0430622009569378,0.05391527599486521,0.05682656826568266,4.619402985074627,0.4664158715049102,0.028553808202281837,0.013320999074930619,0.020968239284613013,653648,0,0
189.0,209,511.017576,0.09569377990430622,0.05441863146365366,0.11020710059171597,4.600746268656716,0.46973728366631506,0.026883686905632774,0.01328944159960985,0.019324554986588638,637382,0,0
195.0,209,517.154701,0.06698564593301436,0.05456823877876509,0.08560885608856089,4.690298507462686,0.46536563218799365,0.027170311464546057,0.01277185372612808,0.020001204891860955,635753,0,0
200.0,209,523.209739,0.0430622009569378,0.05443287362792007,0.060790273556231005,4.611940298507463,0.4706247746333382,0.02750163700220251,0.012322162033454372,0.01928686231323293,630938,0,0
193.0,209,529.309355,0.07655502392344497,0.05469010793368199,0.08739255014326648,4.507462686567164,0.47598588935389363,0.02748352165725047,0.012299905838041431,0.01989171374764595,635404,0,0
197.0,209,535.398207,0.05741626794258373,0.0547214431061981,0.07392197125256673,4.529850746268656,0.4700546960211738,0.027168538018500204,0.01297341322939089,0.020070975623945546,645148,0,0
199.0,209,541.589192,0.04784688995215311,0.054643323183993044,0.06437125748502993,4.526119402985074,0.46687097863542826,0.02714515757994019,0.01299746951920865,0.020071313549574418,656908,0,0
202.0,209,547.760347,0.03349282296650718,0.054405677114133646,0.043859649122807015,4.552238805970149,0.46880546775441545,0.02717453098351336,0.012279704377487209,0.020864127345082435,638214,0,0
198.0,209,554.005823,0.05263157894736842,0.054385964912280704,0.059743954480796585,4.514925373134329,0.475534677416655,0.02642230717337531,0.012143017764785248,0.020856757364515404,622330,0,0
198.0,209,560.238571,0.05263157894736842,0.05436668594563331,0.06595905989385899,4.5335820895522385,0.47394158201256437,0.02557544757033248,0.011564550205715557,0.021461136439452907,623149,0,0
189.0,209,566.593894,0.09569377990430622,0.054815893488662365,0.1053423626787058,4.559701492537314,0.4664515791877717,0.026189821182943603,0.01204951856946355,0.020852819807427786,644044,0,0
190.0,209,572.935609,0.09090909090909091,0.05520399238565622,0.10617469879518072,4.563432835820896,0.4638177909341404,0.026300027225701062,0.01219711407568745,0.019384699156003268,661006,0,0
202.0,209,579.061194,0.03349282296650718,0.05497302249821847,0.041666666666666664,4.582089552238806,0.46148149311140085,0.02649862659557279,0.012279851349167878,0.019443097969515807,668014,0,0
199.0,209,585.126272,0.04784688995215311,0.054898010576680936,0.07298136645962733,4.522388059701493,0.46609072743157304,0.02579132473622509,0.01204305659170841,0.02024938718959821,651992,0,0
198.0,209,591.32069,0.05263157894736842,0.054874401913875596,0.06403940886699508,4.477611940298507,0.4730040753630603,0.025258384307108205,0.011495465091752794,0.01977430921746467,637777,0,0
197.0,209,597.538201,0.05741626794258373,0.05490060671829527,0.08970358814352575,4.5,0.4715073173981454,0.02510307395229894,0.011429466103021762,0.020875737174468972,640021,0,0
201.0,209,603.639389,0.03827751196172249,0.05473098330241188,0.05413313825896123,4.529850746268656,0.4644171515958981,0.02473917983679372,0.011259167441380023,0.021537031298419586,648595,0,0
199.0,209,609.835394,0.04784688995215311,0.054661447005944615,0.06524926686217009,4.458955223880597,0.4754545681686028,0.024538622769797045,0.011400235161801544,0.020244363785082563,639302,0,0
199.0,209,616.025405,0.04784688995215311,0.0545933014354067,0.05922551252847381,4.507462686567164,0.47457869480075016,0.02368421052631579,0.010526315789473684,0.019686234817813765,624287,0,0
197.0,209,622.13097,0.05741626794258373,0.054621251598844095,0.0653930933137399,4.559701492537314,0.47041908044782743,0.02360074159442802,0.010422408177581801,0.020343739038933707,637064,0,0
202.0,209,628.128346,0.03349282296650718,0.05441411014166432,0.03665283540802213,4.634328358208955,0.46502395593386425,0.022768986556872862,0.010069943945632223,0.01840369065925889,631076,0,0
205.0,209,634.149452,0.019138755980861243,0.05407163097505458,0.02604920405209841,4.626865671641791,0.4665045811200225,0.022343351011589078,0.010459634649381261,0.017285405617756825,638217,0,0
192.0,209,640.255705,0.08133971291866028,0.05433382407066618,0.09985422740524781,4.567164179104478,0.4720991682661435,0.02237789453201012,0.010313290523448142,0.01717260167347733,636767,0,0
195.0,209,646.308844,0.06698564593301436,0.05445431761221235,0.08314087759815242,4.623134328358209,0.4689376121614223,0.021830273239843864,0.010360946460411547,0.01696303792588309,639828,0,0
195.0,209,652.392145,0.06698564593301436,0.05457253769071048,0.09379407616361073,4.6716417910447765,0.4699076857238126,0.02153155733791655,0.010025780578630765,0.016088990738088418,634378,0,0
199.0,209,658.457711,0.04784688995215311,0.05450968116978938,0.05727204220045215,4.611940298507463,0.4729751996690728,0.02142350437455663,0.0104516434145188,0.016978008985575787,638355,0,0
189.0,209,664.623507,0.09569377990430622,0.054891015417331206,0.13650546021840873,4.623134328358209,0.4678039305094396,0.02118683791131527,0.010640292490859661,0.016921346207931003,655259,0,0
193.0,209,670.749032,0.07655502392344497,0.055089767788946926,0.10157858613589568,4.645522388059701,0.4677682199304615,0.020903981047057183,0.010544897105959957,0.016676731546430065,680728,0,0
201.0,209,676.817049,0.03827751196172249,0.054936929099608525,0.05457227138643068,4.6940298507462686,0.4673545143230569,0.020526509572901325,0.009987113402061855,0.015463917525773196,667726,0,0
192.0,209,683.040529,0.08133971291866028,0.05517479201689728,0.10688836104513064,4.686567164179104,0.46469305788138643,0.02002737226277372,0.009625912408759124,0.01592153284671533,664747,0,0
206.0,209,689.19903,0.014354066985645933,0.05481032125768968,0.0134847409510291,4.5783582089552235,0.47139946490628554,0.01943414986893248,0.009491096447618187,0.015140558618819489,646622,0,0
204.0,209,695.391865,0.023923444976076555,0.05453698606935682,0.03664921465968586,4.559701492537314,0.47185522766399157,0.0200179131213614,0.009628302731751007,0.015315718763994625,665243,0,0
201.0,209,701.634461,0.03827751196172249,0.05439435910350038,0.06441717791411043,4.604477611940299,0.4728332154497298,0.019484266122231593,0.009409258355155119,0.014735253650525942,638857,0,0
