#{"t_start": 1712068874.2991033, "env_id": "PhyRMSA-v0"}
r,l,t,episode_service_blocking_rate,service_blocking_rate,episode_bit_rate_blocking_rate,number_cuts_total,rss_total_metric,C_BVTs,L_BVTs,S_BVTs,total_path_length,num_moves,num_defrag_cycle
204.0,204,38.388791,0.0,0.0,0.0,1.4776119402985075,0.8711730049923503,0.7268292682926829,0.0,0.0,1049.9870967741936,0,0
204.0,204,66.878832,0.0,0.0,0.0,1.8208955223880596,0.8184790453655449,0.60880195599022,0.017114914425427872,0.0,1035.875968992248,0,0
204.0,204,90.047013,0.0,0.0,0.0,2.0970149253731343,0.7797670370510488,0.4632952691680261,0.08809135399673736,0.0,928.3478260869565,0,0
204.0,204,111.139108,0.0,0.0,0.0,2.3208955223880596,0.7504225257912305,0.3623011015911873,0.10893512851897184,0.0,957.1160714285714,0,0
204.0,204,130.260697,0.0,0.0,0.0,2.2276119402985075,0.7566027496884393,0.3006856023506366,0.10675808031341821,0.0,1020.3207547169811,0,0
204.0,204,148.627792,0.0,0.0,0.0,2.3992537313432836,0.7255469085972776,0.2653061224489796,0.12653061224489795,0.0,1103.0181818181818,0,0
204.0,204,167.363708,0.0,0.0,0.0,2.458955223880597,0.7150988325002106,0.22743177046885935,0.13435969209237228,0.0,1027.093220338983,0,0
204.0,204,183.037756,0.0,0.0,0.0,2.7425373134328357,0.6762862679911286,0.20208205756276792,0.13043478260869565,0.009797917942437232,1047.6435643564357,0,0
204.0,204,199.207131,0.0,0.0,0.0,2.671641791044776,0.6855544967405369,0.18181818181818182,0.12139357648339684,0.010342950462710943,960.7383177570093,0,0
204.0,204,213.288233,0.0,0.0,0.0,3.029850746268657,0.6485575684764023,0.16511513963743263,0.11024007839294464,0.019598236158745713,1116.33,0,0
204.0,204,227.22935,0.0,0.0,0.0,3.283582089552239,0.6177908976759474,0.155011135857461,0.10289532293986638,0.028062360801781736,1055.157894736842,0,0
204.0,204,240.101291,0.0,0.0,0.0,3.388059701492537,0.6037268284784055,0.14250714577378523,0.09636586361780318,0.037566353613719884,1017.1284403669724,0,0
204.0,204,252.312671,0.0,0.0,0.0,3.5708955223880596,0.5788004193753897,0.13305691669807765,0.0938560120618168,0.046362608367885416,1065.4770642201836,0,0
204.0,204,263.731612,0.0,0.0,0.0,3.6641791044776117,0.5698430256391679,0.12915645782289115,0.08505425271263563,0.049002450122506126,959.4,0,0
204.0,204,274.861109,0.0,0.0,0.0,3.7611940298507465,0.559024240524945,0.1192420777523685,0.0797125122508984,0.05619078732440379,1061.2621359223301,0,0
