#{"t_start": 1712745301.6839287, "env_id": "PhyRMSA-v0"}
r,l,t,episode_service_blocking_rate,service_blocking_rate,episode_bit_rate_blocking_rate,number_cuts_total,rss_total_metric,C_BVTs,L_BVTs,S_BVTs,total_path_length,num_moves,num_defrag_cycle,avrage_gsnr,average_mod_level,average_path_index
206.0,206,24.281728,0.0,0.0,0.0,1.507462686567164,0.8679774777331104,0.7101449275362319,0.0,0.0,1064.3057324840765,0,0,20.278655874806944,5.7560975609756095,2.254777070063694
206.0,206,42.335131,0.0,0.0,0.0,1.8395522388059702,0.8190598535913448,0.5907990314769975,0.012106537530266344,0.0,1006.0458015267176,0,0,19.930139483319994,5.656934306569343,1.984732824427481
206.0,206,57.273224,0.0,0.0,0.0,1.9813432835820894,0.7942823652145226,0.4491114701130856,0.051696284329563816,0.0,957.7652173913043,0,0,19.822795762815336,5.563492063492063,1.8869565217391304
206.0,206,70.579,0.0,0.0,0.0,2.1343283582089554,0.776701915955456,0.336969696969697,0.06909090909090909,0.0,996.954128440367,0,0,19.564997916556226,5.471074380165289,1.963302752293578
206.0,206,83.779043,0.0,0.0,0.0,2.0522388059701493,0.7807569488004865,0.2890397672162949,0.07177497575169738,0.0,966.4954128440367,0,0,19.90521933322742,5.566666666666666,1.9357798165137614
206.0,206,96.556703,0.0,0.0,0.0,2.3992537313432836,0.7308656177949491,0.24413904607922393,0.09781729991915926,0.0,1104.6491228070176,0,0,18.776261350988207,5.3007518796992485,1.956140350877193
206.0,206,108.220785,0.0,0.0,0.0,2.3470149253731343,0.7384335502816516,0.21413721413721415,0.09147609147609148,0.0,1028.165137614679,0,0,19.472474277538325,5.446280991735537,1.944954128440367
206.0,206,119.062593,0.0,0.0,0.0,2.541044776119403,0.7142852644938092,0.19163129169193452,0.09642207398423287,0.0,1025.2,0,0,18.816819651728387,5.274193548387097,1.8761904761904762
206.0,206,129.818804,0.0,0.0,0.0,2.6828358208955225,0.699341398515507,0.1752021563342318,0.08679245283018867,0.0,990.0285714285715,0,0,19.293700093822547,5.401709401709402,1.8952380952380952
206.0,206,139.804021,0.0,0.0,0.0,2.843283582089552,0.6818922848008979,0.1567200388161087,0.08199902959728288,0.0048520135856380394,1122.4134615384614,0,0,18.301812541934552,5.15,2.1153846153846154
