#{"t_start": 1724664251.0222433, "env_id": "PhyRMSA-v0"}
r,l,t,episode_service_blocking_rate,service_blocking_rate,episode_bit_rate_blocking_rate,number_cuts_total,rss_total_metric,C_BVTs,L_BVTs,S_BVTs,total_path_length,num_moves,num_defrag_cycle,avrage_gsnr,average_mod_level,average_path_index,path_index,physical_paths
199.0,199,37.900824,0.0,0.0,0.0,2.264925373134328,0.8991284168551212,0.93,0.0,0.0,467.7578947368421,84,19,23.852729114389785,5.968421052631579,0.9947368421052631,189,189
199.0,199,111.556555,0.0,0.0,0.0,3.156716417910448,0.8353546355078452,0.8345864661654135,0.005012531328320802,0.0,484.2514619883041,112,18,23.679453058919535,5.964912280701754,0.9941520467836257,170,170
199.0,199,218.610314,0.0,0.0,0.0,3.7276119402985075,0.796094222652562,0.7575250836120402,0.04013377926421405,0.0,428.45238095238096,154,20,24.057676723235662,5.964285714285714,0.9940476190476191,167,167
199.0,199,342.803244,0.0,0.0,0.0,4.208955223880597,0.7634211758455431,0.6925972396486826,0.056461731493099125,0.0,444.12418300653593,154,20,23.91324494849243,5.96078431372549,0.9934640522875817,152,152
199.0,199,453.680844,0.0,0.0,0.0,4.67910447761194,0.7323852735092556,0.6335341365461847,0.05622489959839357,0.0,433.1857142857143,163,20,23.921053950469393,5.957142857142857,0.9928571428571429,139,139
199.0,199,583.021416,0.0,0.0,0.0,5.2835820895522385,0.6872216713385374,0.5874476987447699,0.06778242677824267,0.0033472803347280333,484.8321167883212,165,20,23.308087683181142,5.956204379562044,0.9927007299270073,136,136
199.0,199,739.010266,0.0,0.0,0.0,5.83955223880597,0.6522463964509224,0.5552367288378766,0.05308464849354376,0.020086083213773313,460.88235294117646,156,20,23.314880830145036,5.955882352941177,0.9926470588235294,135,135
199.0,199,865.287939,0.0,0.0,0.0,6.08955223880597,0.6310697099290221,0.5084745762711864,0.05273069679849341,0.027620841180163214,467.0833333333333,176,20,23.293896029853226,5.95,1.0333333333333334,124,119
199.0,199,1009.650731,0.0,0.0,0.0,6.097014925373134,0.636407490831672,0.47154017857142855,0.046875,0.032924107142857144,416.72566371681415,158,20,23.779849240987375,5.946902654867257,1.0176991150442478,115,112
199.0,199,1142.336684,0.0,0.0,0.0,6.358208955223881,0.6246233775484775,0.4485183324962331,0.046207935710698145,0.03566047212456052,478.30252100840335,170,20,23.376873721642173,5.9411764705882355,1.0168067226890756,121,118
199.0,199,1301.938828,0.0,0.0,0.0,6.652985074626866,0.603821756908273,0.4178082191780822,0.039269406392694065,0.04246575342465753,434.8918918918919,157,19,23.446784521254703,5.927927927927928,1.045045045045045,116,110
199.0,199,1440.45508,0.0,0.0,0.0,6.649253731343284,0.5992774576278763,0.3993302637086647,0.03557974047718711,0.04311427375470908,437.3679245283019,164,19,23.64727624713842,5.943396226415095,1.028301886792453,109,105
199.0,199,1586.819683,0.0,0.0,0.0,6.850746268656716,0.5867650625424771,0.38253477588871715,0.029752704791344668,0.04829984544049459,435.3904761904762,167,20,23.504290667758443,5.90566037735849,1.0857142857142856,114,104
199.0,199,1711.042856,0.0,0.0,0.0,7.186567164179104,0.5685923193539502,0.36526731252242556,0.024757804090419805,0.054180121994976675,504.1214953271028,183,20,22.687884737852908,5.8545454545454545,1.0093457943925233,108,106
199.0,199,1876.468057,0.0,0.0,0.0,7.388059701492537,0.5508665502188245,0.3539852645679839,0.02042866711319491,0.059946416610850636,433.2962962962963,174,20,23.560536142594746,5.845454545454546,1.0092592592592593,109,107
199.0,199,2041.825241,0.0,0.0,0.0,7.548507462686567,0.5397889815819296,0.3453689167974882,0.02040816326530612,0.06436420722135008,399.6,156,20,23.705691508002857,5.913793103448276,1.0521739130434782,121,114
199.0,199,2165.653246,0.0,0.0,0.0,7.66044776119403,0.5319037470922986,0.333628841607565,0.016548463356973995,0.07092198581560284,421.6697247706422,184,20,23.252463608020992,5.882882882882883,1.0458715596330275,114,108
199.0,199,2278.938195,0.0,0.0,0.0,7.746268656716418,0.5301932273216868,0.31928551493162155,0.013396595032096009,0.07340217694669271,453.58762886597935,203,20,23.179265003122058,5.907216494845361,1.0721649484536082,104,96
199.0,199,2379.796558,0.0,0.0,0.0,7.861940298507463,0.521720325042635,0.31041776837652035,0.010047593865679535,0.07588577472236911,445.01801801801804,190,20,23.43684837008155,5.884955752212389,1.0990990990990992,122,110
199.0,199,2471.070251,0.0,0.0,0.0,7.888059701492537,0.5202690877427679,0.30243657372519467,0.0052750565184626974,0.0781210751067571,451.3235294117647,202,20,23.316929081542263,5.912621359223301,1.0588235294117647,108,101
199.0,199,2566.663572,0.0,0.0,0.0,8.078358208955224,0.5140064236071641,0.29569377990430623,0.004545454545454545,0.08181818181818182,436.8333333333333,198,19,23.396818895534192,5.886956521739131,1.0614035087719298,121,113
199.0,199,2671.969168,0.0,0.0,0.0,8.276119402985074,0.5026405405488757,0.2875085635989952,0.00296871431833752,0.08380908883306691,478.9099099099099,190,19,22.88893298875352,5.875,1.1081081081081081,123,110
199.0,199,2728.447789,0.0,0.0,0.0,8.186567164179104,0.5008098406424526,0.2798165137614679,0.0,0.0856269113149847,450.1188118811881,214,20,23.273011368350634,5.864077669902913,1.1287128712871286,114,100
193.0,199,2811.039807,0.03015075376884422,0.001256281407035176,0.04829770387965162,8.279850746268657,0.49365580505183027,0.27604275833158665,-0.0008383986585621463,0.08572626283797946,467.84466019417476,210,20,23.30575451779657,5.913461538461538,1.174757281553398,121,102
197.0,199,2897.848063,0.010050251256281407,0.0016080402010050252,0.01366742596810934,8.197761194029852,0.5023134236045353,0.27053140096618356,-0.002012882447665056,0.08474235104669887,430.8198198198198,195,20,23.819212346283788,5.918918918918919,1.1081081081081081,123,110
198.0,199,2984.222995,0.005025125628140704,0.0017394665635871666,0.0069124423963133645,8.186567164179104,0.5003214760511766,0.2680991095625242,-0.0023228803716608595,0.08517228029423152,403.30172413793105,198,20,23.94881680103446,5.931034482758621,1.0172413793103448,118,115
198.0,199,3053.16523,0.005025125628140704,0.0018611576400521124,0.005494505494505495,8.152985074626866,0.5064434220741577,0.26304996271439224,-0.0039149888143176735,0.08594332587621178,443.0265486725664,212,20,23.542199071623006,5.920353982300885,1.0619469026548674,120,112
196.0,199,3133.503541,0.01507537688442211,0.002333094041636755,0.01740506329113924,8.085820895522389,0.497548524748511,0.2593525179856115,-0.006834532374100719,0.08669064748201438,437.2803738317757,219,20,23.31093837556552,5.853211009174312,1.0841121495327102,116,106
199.0,199,3226.523133,0.0,0.0022526425229596257,0.0,8.164179104477611,0.4970271164024464,0.25733634311512416,-0.007813856572321583,0.08612606355270012,448.8703703703704,200,20,23.61852144326789,5.935185185185185,1.037037037037037,112,107
198.0,199,3294.043036,0.005025125628140704,0.0023450586264656616,0.003167062549485352,8.182835820895523,0.4960557548406356,0.25130099043142523,-0.010911532650663086,0.08611717307369482,473.89690721649487,216,20,23.03678348602242,5.86734693877551,1.1855670103092784,115,96
198.0,199,3375.281676,0.005025125628140704,0.0024315124007132437,0.005173688100517369,8.242537313432836,0.49332599022072765,0.2479285134037368,-0.011535337124289195,0.08627132412672624,484.72972972972974,202,19,23.42959180316239,5.927927927927928,1.135135135135135,126,110
196.0,199,3469.641778,0.01507537688442211,0.002826633165829146,0.020482809070958303,8.343283582089553,0.48706389835325326,0.24342623208943473,-0.013226263580538498,0.0867579908675799,474.0,186,19,22.931830187552418,5.913043478260869,1.1130434782608696,128,114
197.0,199,3515.631022,0.010050251256281407,0.0030455306837216386,0.013264554163596167,8.156716417910447,0.4953514299667497,0.2408368967623702,-0.015577275503970677,0.08674404398289554,403.41284403669727,220,20,23.66102744578691,5.909090909090909,1.018348623853211,111,108
199.0,199,3562.123523,0.0,0.0029559562518474726,0.0,8.182835820895523,0.4986295716114215,0.23743886171631837,-0.017192826441381356,0.08640877427004595,463.1923076923077,220,20,23.37583530202243,5.923076923076923,1.0673076923076923,111,103
199.0,199,3651.53119,0.0,0.002871500358937545,0.0,8.223880597014926,0.4889302117456913,0.2352433054995681,-0.018715807659084364,0.08724445724157788,447.51376146788994,207,20,23.137808240953603,5.8807339449541285,1.1192660550458715,122,108
193.0,199,3716.726678,0.03015075376884422,0.0036292573981016193,0.04803843074459568,8.23134328358209,0.4898640939536181,0.2325255638044544,-0.020310967922678246,0.08726712424709343,432.0485436893204,216,20,23.47191803513231,5.932038834951456,1.087378640776699,112,102
199.0,199,3755.326838,0.0,0.0035311693603150888,0.0,8.212686567164178,0.4930131630559684,0.23112564731534477,-0.021668029435813575,0.08735350231670755,420.55855855855856,220,20,23.484784000919113,5.902654867256637,1.027027027027027,114,110
194.0,199,3858.738832,0.02512562814070352,0.004099444591377942,0.02921535893155259,8.085820895522389,0.4979749957855998,0.2296866702071163,-0.02509293680297398,0.08709506107275625,390.9072164948454,204,20,23.83074339367641,5.907216494845361,1.1237113402061856,109,96
