#{"t_start": 1712745301.7094502, "env_id": "PhyRMSA-v0"}
r,l,t,episode_service_blocking_rate,service_blocking_rate,episode_bit_rate_blocking_rate,number_cuts_total,rss_total_metric,C_BVTs,L_BVTs,S_BVTs,total_path_length,num_moves,num_defrag_cycle,avrage_gsnr,average_mod_level,average_path_index
206.0,206,24.225208,0.0,0.0,0.0,1.5037313432835822,0.8696345407616545,0.714975845410628,0.0,0.0,1063.0445859872611,0,0,20.262929729795705,5.7682926829268295,2.248407643312102
206.0,206,42.069684,0.0,0.0,0.0,1.7835820895522387,0.8254696879714074,0.6029055690072639,0.009685230024213076,0.0,1005.0615384615385,0,0,19.912330894271292,5.654411764705882,1.9538461538461538
206.0,206,56.812782,0.0,0.0,0.0,1.992537313432836,0.7928926222604277,0.4507269789983845,0.061389337641357025,0.0,930.9224137931035,0,0,19.902473202933116,5.579365079365079,1.706896551724138
206.0,206,70.011041,0.0,0.0,0.0,2.1791044776119404,0.7675721499267559,0.3478787878787879,0.08484848484848485,0.0,973.824074074074,0,0,19.508615391035622,5.533333333333333,1.8333333333333333
206.0,206,83.089818,0.0,0.0,0.0,2.0671641791044775,0.773210505071083,0.2987390882638215,0.07953443258971872,0.0,995.790909090909,0,0,19.900571045672685,5.53781512605042,1.8545454545454545
206.0,206,95.512074,0.0,0.0,0.0,2.388059701492537,0.7307115662679695,0.253839935327405,0.10347615198059822,0.0,1111.9473684210527,0,0,18.711986300396404,5.2727272727272725,2.0350877192982457
206.0,206,107.067583,0.0,0.0,0.0,2.421641791044776,0.728446661855949,0.2176022176022176,0.10602910602910603,0.0,1020.3826086956522,0,0,19.38568222149561,5.504,1.9652173913043478
206.0,206,116.58589,0.0,0.0,0.0,2.582089552238806,0.7087309965663794,0.1958762886597938,0.09884778653729533,0.0,970.936170212766,0,0,19.008865818050122,5.381818181818182,1.8936170212765957
206.0,206,127.560854,0.0,0.0,0.0,2.5634328358208953,0.7085610874875762,0.18005390835579516,0.0954177897574124,0.0,995.4298245614035,0,0,19.36313722840192,5.430894308943089,1.763157894736842
206.0,206,137.214337,0.0,0.0,0.0,2.832089552238806,0.6761403599547052,0.16205725376031052,0.09024745269286755,0.008733624454148471,1135.3009708737864,0,0,18.003916535722325,5.033057851239669,2.0679611650485437
206.0,206,147.108844,0.0,0.0,0.0,2.8694029850746268,0.6720641381725253,0.14997794441993825,0.08513453903837671,0.011027790030877812,994.6181818181818,0,0,19.336733578712412,5.452991452991453,1.809090909090909
206.0,206,156.857735,0.0,0.0,0.0,2.861940298507463,0.669693309736539,0.1391023048928427,0.07682976142337242,0.016174686615446826,984.0,0,0,18.86658875571085,5.283464566929134,1.7719298245614035
206.0,206,166.623051,0.0,0.0,0.0,2.91044776119403,0.6649686423660753,0.1280328480776409,0.07092198581560284,0.017170586039567004,1053.1272727272728,0,0,19.008170819058385,5.32258064516129,1.790909090909091
206.0,206,175.825133,0.0,0.0,0.0,2.951492537313433,0.6564981552530136,0.12097053726169844,0.07140381282495667,0.01871750433275563,960.9816513761468,0,0,18.87843359537936,5.338582677165355,2.0275229357798166
206.0,206,184.417276,0.0,0.0,0.0,3.264925373134328,0.624950026144242,0.11323196376577159,0.06696861857004206,0.026528631510837918,1056.898148148148,0,0,18.119246986675403,5.03125,2.0185185185185186
206.0,206,192.422617,0.0,0.0,0.0,3.1492537313432836,0.6328905398677805,0.10615711252653928,0.06612071580224446,0.026084319077949652,963.1111111111111,0,0,19.11267327980344,5.3652173913043475,1.7474747474747474
206.0,206,200.695506,0.0,0.0,0.0,3.156716417910448,0.6353754929996456,0.10105623751070511,0.06308878104481873,0.02683414216385955,944.1333333333333,0,0,19.005917773009113,5.369747899159663,1.6857142857142857
206.0,206,209.571066,0.0,0.0,0.0,3.0223880597014925,0.647874862174959,0.09813966028579132,0.05823672148827177,0.02830951739013211,1004.3391304347826,0,0,18.97729382995619,5.376,1.9739130434782608
206.0,206,218.010087,0.0,0.0,0.0,3.171641791044776,0.6361465769201996,0.09016602809706258,0.055938697318007664,0.03218390804597701,1040.837837837838,0,0,18.43270292432771,5.137404580152672,1.945945945945946
206.0,206,226.814945,0.0,0.0,0.0,3.1082089552238807,0.6368533415771637,0.08735743751516623,0.05387041980101917,0.033244358165493815,1001.6574074074074,0,0,18.687372008483493,5.299212598425197,1.9722222222222223
206.0,206,234.924247,0.0,0.0,0.0,3.220149253731343,0.6320336886072455,0.0804252368846776,0.044834758493182345,0.034897157383868734,1024.801886792453,0,0,18.589807019967896,5.198347107438017,1.8584905660377358
206.0,206,243.689863,0.0,0.0,0.0,3.3544776119402986,0.6248446878184055,0.07324067946172513,0.04434149569821311,0.03264945951908228,1033.5412844036698,0,0,19.14150339348007,5.427350427350428,1.871559633027523
206.0,206,252.37792,0.0,0.0,0.0,3.3544776119402986,0.6219641907725508,0.07069001899134839,0.04389111626925512,0.03355138214813252,1156.5135135135135,0,0,17.922705343971767,5.074626865671642,2.18018018018018
206.0,206,260.487418,0.0,0.0,0.0,3.425373134328358,0.6168728697346416,0.06632962588473205,0.04064711830131446,0.03498483316481294,1094.5233644859813,0,0,18.28681575201185,5.118110236220472,2.102803738317757
206.0,206,268.506972,0.0,0.0,0.0,3.25,0.6298946733944418,0.0667831489031256,0.039603960396039604,0.034556396816152204,934.3796296296297,0,0,19.36184330752438,5.411764705882353,1.9722222222222223
206.0,206,276.881166,0.0,0.0,0.0,3.4291044776119404,0.6137545900239102,0.0630950158670898,0.03994773193951839,0.03434758260220273,953.6864406779661,0,0,18.486057892789468,5.177777777777778,1.923728813559322
206.0,206,284.777437,0.0,0.0,0.0,3.171641791044776,0.6381120414036788,0.06273593384864282,0.037389897537300015,0.03397447420456588,1006.4528301886793,0,0,18.838032548131117,5.357142857142857,1.8584905660377358
206.0,206,293.210592,0.0,0.0,0.0,3.205223880597015,0.6367297266970129,0.06049575316345987,0.036401456058242326,0.03449471312185821,969.9439252336449,0,0,18.713434374262377,5.203252032520325,1.97196261682243
206.0,206,300.871262,0.0,0.0,0.0,3.4776119402985075,0.6126897019607943,0.05707112970711297,0.03598326359832636,0.035146443514644354,1112.3333333333333,0,0,17.73316178439116,4.912408759124087,2.018018018018018
206.0,206,308.678938,0.0,0.0,0.0,3.4440298507462686,0.6064901481395549,0.056625141562853906,0.03607830448147549,0.03656366283772852,1081.322033898305,0,0,18.17024432706735,5.115942028985507,1.9745762711864407
206.0,206,315.898942,0.0,0.0,0.0,3.8097014925373136,0.5724729166048411,0.05385940191012995,0.03397526225144826,0.03867230311570377,1017.7758620689655,0,0,17.47487258932478,4.8,2.0344827586206895
206.0,206,323.753163,0.0,0.0,0.0,3.537313432835821,0.6004328747989607,0.05232822690732595,0.033520400424692856,0.037463976945244955,986.9586776859504,0,0,19.205431373810626,5.385185185185185,1.7685950413223142
206.0,206,332.037176,0.0,0.0,0.0,3.458955223880597,0.6136681808930925,0.050889836740697164,0.030151492866598028,0.03750551551698779,1003.448275862069,0,0,19.205181803426623,5.4,1.9224137931034482
206.0,206,339.996974,0.0,0.0,0.0,3.451492537313433,0.6115281626708761,0.050107066381156314,0.029978586723768737,0.03783012134189864,1063.2952380952381,0,0,18.408514918388292,5.191666666666666,2.0095238095238095
206.0,206,347.999466,0.0,0.0,0.0,3.264925373134328,0.6289181197725723,0.04936901955345999,0.03037026764665095,0.038136180834835665,965.9905660377359,0,0,19.016833480066015,5.333333333333333,1.830188679245283
206.0,206,356.21789,0.0,0.0,0.0,3.376865671641791,0.619432444520464,0.04907644600242686,0.03087501685317514,0.037481461507347984,952.6160714285714,0,0,17.99081114173602,4.977941176470588,1.9107142857142858
206.0,206,364.074676,0.0,0.0,0.0,3.3805970149253732,0.6225721895649381,0.045651318378591106,0.029647120556211465,0.03764921946740129,935.2616822429907,0,0,18.766799950934303,5.24793388429752,1.7289719626168225
206.0,206,371.886202,0.0,0.0,0.0,3.25,0.6354363584002044,0.04432239110997573,0.02720653978796781,0.038191339890152,982.3980582524272,0,0,19.001004211046027,5.357142857142857,1.7184466019417475
206.0,206,380.783313,0.0,0.0,0.0,3.1044776119402986,0.6446188459207167,0.04542626011200996,0.025637834474175482,0.03696328562538893,983.2869565217392,0,0,18.947472592957098,5.315789473684211,1.826086956521739
206.0,206,389.245613,0.0,0.0,0.0,3.078358208955224,0.6492059764508807,0.04380536342676859,0.02681713384298022,0.037010071593253244,899.651376146789,0,0,19.119681152796346,5.380952380952381,1.761467889908257
206.0,206,398.051758,0.0,0.0,0.0,3.1977611940298507,0.6343792797948758,0.0435657629927785,0.024979282585533325,0.0383568130697289,957.3451327433628,0,0,18.493886683299333,5.083969465648855,1.8141592920353982
206.0,206,405.998852,0.0,0.0,0.0,3.25,0.626178003424046,0.04218190223044031,0.024384606494857276,0.0358257251820178,1113.211009174312,0,0,18.25925638489898,5.145161290322581,2.1743119266055047
206.0,206,414.190818,0.0,0.0,0.0,3.5858208955223883,0.5908027393302957,0.04176543627948978,0.023253188847499717,0.03747601309402867,1104.051282051282,0,0,17.605573016517003,4.895833333333333,1.8888888888888888
206.0,206,421.643631,0.0,0.0,0.0,3.3955223880597014,0.6118585696410715,0.0392719249862107,0.023166023166023165,0.03816878102592388,1149.9906542056074,0,0,18.153290617798856,5.080645161290323,2.2429906542056073
206.0,206,429.69349,0.0,0.0,0.0,3.2686567164179103,0.6196230509024083,0.03926221551073239,0.02232768849099342,0.03829144644590659,1096.982456140351,0,0,18.3768635536125,5.140740740740741,1.9473684210526316
206.0,206,437.464991,0.0,0.0,0.0,3.3694029850746268,0.617110344327482,0.03788118602933418,0.021525799303577082,0.036931518412999895,1054.2952380952381,0,0,18.467809705020585,5.216,2.0095238095238095
206.0,206,445.15074,0.0,0.0,0.0,3.343283582089552,0.6177551083376597,0.03728183414231127,0.02106785087266343,0.037178560363523704,950.4636363636364,0,0,18.67222970389145,5.244094488188976,1.9
206.0,206,452.542638,0.0,0.0,0.0,3.462686567164179,0.6046907169036823,0.03711194256244312,0.019617757103852766,0.03751643239963596,1095.9174311926606,0,0,18.038755375978905,5.015267175572519,1.9174311926605505
206.0,206,459.995373,0.0,0.0,0.0,3.3358208955223883,0.6126772139663147,0.036453689945517585,0.019118375433382864,0.03665180782565627,1054.7522123893805,0,0,18.114336774428537,5.097014925373134,1.6991150442477876
