#{"t_start": 1724320720.1061118, "env_id": "PhyRMSA-v0"}
r,l,t,episode_service_blocking_rate,service_blocking_rate,episode_bit_rate_blocking_rate,number_cuts_total,rss_total_metric,C_BVTs,L_BVTs,S_BVTs,total_path_length,num_moves,num_defrag_cycle,avrage_gsnr,average_mod_level,average_path_index,path_index,physical_paths
204.0,204,25.693231,0.0,0.0,0.0,1.5671641791044777,0.8694759042658251,0.7219512195121951,0.0,0.0,979.9935483870968,191,20,20.486861844774978,5.79375,1.5935483870967742,247,154
204.0,204,67.219386,0.0,0.0,0.0,1.958955223880597,0.8171077191726516,0.6112469437652812,0.009779951100244499,0.0,984.8153846153846,218,20,20.17969844981948,5.723880597014926,1.5769230769230769,205,129
204.0,204,113.487941,0.0,0.0,0.0,2.0223880597014925,0.7971028276971408,0.5350734094616639,0.01468189233278956,0.0,908.1130434782609,231,21,20.30195727565352,5.680327868852459,1.4608695652173913,168,114
204.0,204,149.934165,0.0,0.0,0.0,2.3097014925373136,0.7651283814483604,0.46266829865361075,0.01591187270501836,0.0,975.4821428571429,220,20,19.888199252903426,5.579831932773109,1.4464285714285714,162,111
204.0,204,186.625104,0.0,0.0,0.0,2.3544776119402986,0.755191249482513,0.41723800195886385,0.007835455435847209,0.0,957.3457943925233,231,21,20.12429514539213,5.567796610169491,1.411214953271028,151,106
204.0,204,222.126585,0.0,0.0,0.0,2.794776119402985,0.7067184923618798,0.396734693877551,0.0,0.00816326530612245,1035.5779816513761,220,20,18.93715433958009,5.296,1.5963302752293578,174,108
204.0,204,254.184538,0.0,0.0,0.0,2.958955223880597,0.6872787556779708,0.38488453463960814,-0.011896431070678797,0.011896431070678797,991.3193277310925,220,20,19.695140484803265,5.457364341085271,1.5126050420168067,180,118
204.0,204,285.491506,0.0,0.0,0.0,3.08955223880597,0.6722504988776689,0.3606858542559706,-0.017758726270667484,0.02020820575627679,1003.8217821782179,231,21,19.240823642605367,5.373913043478261,1.5940594059405941,161,100
204.0,204,312.811883,0.0,0.0,0.0,3.0858208955223883,0.6700908662073316,0.35002721829069133,-0.028307022318998367,0.029940119760479042,965.7037037037037,220,20,19.764353795113145,5.448275862068965,1.4351851851851851,155,107
204.0,204,333.829501,0.0,0.0,0.0,3.2686567164179103,0.6514892197418694,0.3341499265066144,-0.03674669279764821,0.03723664870161685,1045.79,231,21,18.369256580005217,5.086956521739131,1.4,140,99
204.0,204,350.552039,0.0,0.0,0.0,3.3805970149253732,0.6325376031019457,0.3314031180400891,-0.03875278396436525,0.04498886414253898,1002.0847457627119,220,20,18.963130312723827,5.2384615384615385,1.4661016949152543,173,117
204.0,204,367.515093,0.0,0.0,0.0,3.4813432835820897,0.6228136053620794,0.32298897509187424,-0.04042466312780727,0.04818293180890159,983.0833333333334,220,20,18.853497126811458,5.15,1.3611111111111112,147,107
204.0,204,384.341581,0.0,0.0,0.0,3.6492537313432836,0.6027731467400006,0.32303053147380323,-0.04673954014323407,0.053147380324161324,1008.3805309734513,231,21,18.875959816623254,5.232558139534884,1.5398230088495575,174,112
204.0,204,399.349052,0.0,0.0,0.0,3.8097014925373136,0.5849026023564242,0.31991599579978997,-0.04655232761638082,0.05180259012950648,927.6846846846847,220,20,19.394661797834818,5.426229508196721,1.3603603603603605,151,110
204.0,204,411.796899,0.0,0.0,0.0,4.052238805970149,0.5604294187598093,0.3162365240117609,-0.05096373734073832,0.05423064358052924,1024.5982142857142,231,21,18.680864244568692,5.181818181818182,1.5535714285714286,174,111
203.0,204,422.373173,0.004901960784313725,0.00030637254901960784,0.006344171292624901,3.9029850746268657,0.5722813996077278,0.3118872549019608,-0.05575980392156863,0.05392156862745098,914.3085106382979,220,20,19.764072337061886,5.5,1.446808510638298,136,93
204.0,204,434.063092,0.0,0.0002883506343713956,0.0,3.9328358208955225,0.5746103728364877,0.3096885813148789,-0.05709342560553633,0.052768166089965395,912.6728971962617,220,20,19.22978222179621,5.3277310924369745,1.588785046728972,170,106
204.0,204,448.273839,0.0,0.0002723311546840959,0.0,3.671641791044776,0.5943026739952005,0.3088235294117647,-0.05800653594771242,0.05038126361655773,877.8571428571429,231,21,19.982252723126713,5.63963963963964,1.380952380952381,145,104
204.0,204,459.195329,0.0,0.00025799793601651185,0.0,3.8208955223880596,0.5781144447706301,0.3065015479876161,-0.058823529411764705,0.049277605779153764,1043.4615384615386,220,20,18.72588423924803,5.1716417910447765,1.623931623931624,190,116
203.0,204,470.06627,0.004901960784313725,0.0004901960784313725,0.009592326139088728,3.708955223880597,0.5920189948299525,0.30203481245403285,-0.061289531747977445,0.04731551850943859,992.7211538461538,231,21,19.03417817448498,5.3247863247863245,1.5480769230769231,161,103
