#{"t_start": 1712587552.0704708, "env_id": "PhyRMSA-v0"}
r,l,t,episode_service_blocking_rate,service_blocking_rate,episode_bit_rate_blocking_rate,number_cuts_total,rss_total_metric,C_BVTs,L_BVTs,S_BVTs,total_path_length,num_moves,num_defrag_cycle,avrage_gsnr,average_mod_level
204.0,204,24.683519,0.0,0.0,0.0,1.4776119402985075,0.8714592216022746,0.7219512195121951,0.0,0.0,1056.4129032258065,0,0,20.293254346241255,5.763975155279503
204.0,204,42.966693,0.0,0.0,0.0,1.8059701492537314,0.8221611403688946,0.6161369193154034,0.009779951100244499,0.0,1031.2635658914728,0,0,19.816972485648506,5.608695652173913
204.0,204,57.968809,0.0,0.0,0.0,1.9962686567164178,0.7929622412847755,0.4567699836867863,0.07830342577487764,0.0,929.4824561403509,0,0,19.829258169512386,5.6016260162601625
204.0,204,71.595032,0.0,0.0,0.0,2.294776119402985,0.7587116928185358,0.3561811505507956,0.10403916768665851,0.0,994.9727272727273,0,0,19.37253845757076,5.475806451612903
204.0,204,84.426931,0.0,0.0,0.0,2.264925373134328,0.7573885601347945,0.2948090107737512,0.10479921645445642,0.0,1001.7037037037037,0,0,19.79399441354002,5.52542372881356
204.0,204,96.345521,0.0,0.0,0.0,2.5186567164179103,0.716397033376995,0.2612244897959184,0.13142857142857142,0.0,1084.8839285714287,0,0,18.42015774261085,5.192592592592592
204.0,204,107.138419,0.0,0.0,0.0,2.58955223880597,0.7038455798685292,0.22463261021693492,0.12806158152554234,0.0027991602519244225,990.4074074074074,0,0,19.01442982171264,5.325396825396825
204.0,204,116.866148,0.0,0.0,0.0,2.7686567164179103,0.6838756300608511,0.1996325780771586,0.11941212492345377,0.009797917942437232,1045.3861386138615,0,0,18.48234561426448,5.114754098360656
204.0,204,127.078141,0.0,0.0,0.0,2.675373134328358,0.6868598086761796,0.17964071856287425,0.11268372346216658,0.012520413718018509,978.0094339622641,0,0,19.227847030577912,5.406779661016949
204.0,204,136.295288,0.0,0.0,0.0,3.0522388059701493,0.6484183632303827,0.15972562469377757,0.10338069573738363,0.023517883390494855,1153.701923076923,0,0,17.45520053728498,4.852459016393443
204.0,204,145.386168,0.0,0.0,0.0,3.167910447761194,0.6362121421364207,0.1514476614699332,0.09487750556792873,0.03162583518930958,1017.5272727272727,0,0,18.274213984420363,5.1015625
204.0,204,153.67555,0.0,0.0,0.0,3.235074626865672,0.628555209969861,0.1380155165373622,0.08819926500612495,0.034708044099632504,966.1941747572815,0,0,19.008461053771313,5.324561403508772
204.0,204,162.228727,0.0,0.0,0.0,3.220149253731343,0.6220925190571274,0.13192612137203166,0.08480964945344893,0.033169996230682244,1058.7368421052631,0,0,18.711012254348354,5.234848484848484
204.0,204,170.969937,0.0,0.0,0.0,3.3470149253731343,0.6100380797401842,0.12250612530626531,0.08260413020651032,0.035701785089254465,954.3425925925926,0,0,18.575078351580455,5.149606299212598
204.0,204,178.516198,0.0,0.0,0.0,3.7276119402985075,0.5731545767433712,0.11695524338451486,0.07448546226723293,0.04148970924534466,1069.1284403669724,0,0,17.57894705715164,4.804347826086956
204.0,204,185.477167,0.0,0.0,0.0,3.4888059701492535,0.5869751696978974,0.11240428790199081,0.07075038284839204,0.040735068912710566,969.3229166666666,0,0,18.771311846748773,5.271929824561403
204.0,204,192.474391,0.0,0.0,0.0,3.470149253731343,0.5857621285684087,0.10867685211876621,0.06976073796483136,0.044969731911213603,959.0373831775701,0,0,18.215962524966614,5.0625
204.0,204,199.714262,0.0,0.0,0.0,3.343283582089552,0.6039582092911587,0.1012796079499047,0.06697522461203376,0.04437789273073782,940.3490566037735,0,0,19.293772097424714,5.431034482758621
204.0,204,208.258835,0.0,0.0,0.0,3.3544776119402986,0.6033054495984641,0.09749806551457313,0.06216146505029662,0.04565385607428424,1073.1592920353983,0,0,18.41575325146842,5.151515151515151
204.0,204,215.369228,0.0,0.0,0.0,3.5559701492537314,0.5780864285716382,0.09311443273707425,0.05954422935555011,0.047292330311198234,1004.1372549019608,0,0,17.84622763677477,4.976
204.0,204,222.110904,0.0,0.0,0.0,3.6492537313432836,0.5670271841545627,0.085414235705951,0.05554259043173862,0.043173862310385065,1046.8425925925926,0,0,17.981199721860673,5.0078740157480315
204.0,204,229.002053,0.0,0.0,0.0,3.7276119402985075,0.569403879943264,0.08019603475161506,0.05034528848295834,0.043662285586990424,1042.138888888889,0,0,18.497034237211615,5.1652892561983474
204.0,204,235.685181,0.0,0.0,0.0,3.9477611940298507,0.5498316341376887,0.0730875772427019,0.050713829107180905,0.044960579586618366,1165.2931034482758,0,0,17.109265917658913,4.774647887323944
204.0,204,241.654949,0.0,0.0,0.0,3.764925373134328,0.5662531030919793,0.07045129671227282,0.048805391055748416,0.04063712477026751,1058.82,0,0,18.22016069434591,5.149122807017544
204.0,204,248.168831,0.0,0.0,0.0,3.888059701492537,0.5493209982049521,0.06979023720839052,0.04861791805528328,0.042736718290531266,1025.5416666666667,0,0,18.052172480335052,5.0
204.0,204,254.559851,0.0,0.0,0.0,3.8022388059701493,0.556707926168791,0.06729500471253534,0.04806786050895382,0.04278982092365693,925.7068965517242,0,0,18.526143832653382,5.136363636363637
204.0,204,260.829219,0.0,0.0,0.0,3.701492537313433,0.5727549794533993,0.06353240152477764,0.044472681067344345,0.042657469595207845,984.4678899082569,0,0,18.511698878587055,5.228346456692913
204.0,204,267.82092,0.0,0.0,0.0,3.582089552238806,0.5781298976307112,0.06371433572553825,0.04393488534920357,0.04288464904603536,987.8990825688073,0,0,18.561614479305646,5.1923076923076925
204.0,204,274.319978,0.0,0.0,0.0,3.798507462686567,0.557204500606722,0.06101064728747676,0.04225114078080108,0.04444820010140274,1126.4273504273503,0,0,17.03769774888193,4.633333333333334
203.0,204,279.933654,0.004901960784313725,0.0001633986928104575,0.005185185185185185,4.067164179104478,0.5279979026233491,0.05849673202614379,0.04019607843137255,0.0423202614379085,1133.4954128440368,0,0,16.986456303761088,4.696296296296296
196.0,204,285.271868,0.0392156862745098,0.0014231499051233396,0.053175775480059084,4.108208955223881,0.5241105938599735,0.0571564281190627,0.038948701709943,0.044331855604813175,1026.0088495575221,0,0,17.99222080674392,5.0458015267175576
203.0,204,290.901291,0.004901960784313725,0.0015318627450980392,0.007670850767085077,4.093283582089552,0.53250943341215,0.05522319374137138,0.03635526921306949,0.042951372909955515,961.0756302521008,0,0,18.994387684175884,5.2727272727272725
204.0,204,297.077776,0.0,0.0014854426619132501,0.0,3.8134328358208953,0.5572636851407621,0.05384500966830284,0.036442064554514354,0.04462293618920125,1001.4214876033058,0,0,18.304009655599298,5.107142857142857
204.0,204,303.498622,0.0,0.0014417531718569781,0.0,3.7686567164179103,0.5635671619557682,0.050526923632163996,0.03450267070882056,0.04359751696261008,1052.5754716981132,0,0,17.767552773858952,4.905511811023622
204.0,204,310.047714,0.0,0.0014005602240896359,0.0,3.798507462686567,0.5580648669926701,0.05006310475389146,0.03323517038283551,0.04375262936474548,958.0366972477065,0,0,18.89828954575207,5.302521008403361
204.0,204,316.381566,0.0,0.0013616557734204794,0.0,3.888059701492537,0.5402768696448965,0.05003408316291752,0.034492160872528974,0.04567143830947512,988.4051724137931,0,0,17.682106488993607,4.906474820143885
204.0,204,322.309188,0.0,0.0013248542660307366,0.0,3.8805970149253732,0.5481544520619026,0.050006632179334126,0.03302825308396339,0.04390502719193527,948.5229357798165,0,0,18.162520748538846,5.0078740157480315
204.0,204,328.244138,0.0,0.0012899896800825593,0.0,3.8805970149253732,0.5435689300038752,0.047785096215936976,0.0317706315381635,0.04261913986826811,1049.5849056603774,0,0,17.292633807876264,4.775193798449612
204.0,204,334.259104,0.0,0.001256913021618904,0.0,3.753731343283582,0.5611472786454232,0.04718761796904492,0.030074241852271297,0.04102176922108972,986.3090909090909,0,0,18.730525344650754,5.217054263565892
204.0,204,340.867758,0.0,0.0012254901960784314,0.0,3.638059701492537,0.5717419674415831,0.046251993620414676,0.0310391363022942,0.04097656729235677,945.9090909090909,0,0,18.43212064686746,5.134328358208955
204.0,204,347.837233,0.0,0.0011956001912960307,0.0,3.5970149253731343,0.5792957915514542,0.04416517055655296,0.029443447037701975,0.04129263913824058,929.1203703703703,0,0,18.65873120288758,5.217741935483871
204.0,204,354.003589,0.0,0.0011671335200746965,0.0,3.996268656716418,0.538257610575107,0.04357985745998364,0.02722280640261713,0.042878840986096504,1104.6379310344828,0,0,17.124776718767198,4.687074829931973
201.0,204,359.343407,0.014705882352941176,0.0014819881440948472,0.023183925811437404,3.8582089552238807,0.5507036236935867,0.04349315068493151,0.02545662100456621,0.04280821917808219,960.3711340206186,0,0,18.628774132241368,5.281818181818182
204.0,204,365.291759,0.0,0.001448306595365419,0.0,3.888059701492537,0.5491160630678005,0.04194556001784917,0.02610441767068273,0.04071842927264614,1172.2105263157894,0,0,17.62085628263017,4.891304347826087
204.0,204,371.610345,0.0,0.0014161220043572985,0.0,3.75,0.5613626940520292,0.04057591623036649,0.025414485165794067,0.037849040139616055,1064.3963963963963,0,0,18.021960565896755,4.99236641221374
204.0,204,378.037122,0.0,0.0013853367433930093,0.0,3.8843283582089554,0.5480282430287909,0.039799402475458816,0.02635510029876227,0.040546308151941955,1200.5447154471544,0,0,16.98697713968992,4.620253164556962
204.0,204,383.827898,0.0,0.0013558614935335837,0.0,3.83955223880597,0.54983421345264,0.04093567251461988,0.025793650793650792,0.041979949874686714,942.7884615384615,0,0,18.199639410131212,5.0234375
203.0,204,389.140911,0.004901960784313725,0.0014297385620915032,0.00875796178343949,4.014925373134329,0.5337470400817765,0.03896103896103896,0.02311074752019634,0.03885877901625933,1059.923076923077,0,0,17.64205545335606,4.7984496124031
204.0,204,394.747125,0.0,0.0014005602240896359,0.0,4.026119402985074,0.5313313109292347,0.03926675348091756,0.02354001803065211,0.039467094059901835,1119.6964285714287,0,0,17.40054780467486,4.823529411764706
201.0,204,400.369544,0.014705882352941176,0.0016666666666666668,0.020817843866171002,3.843283582089552,0.5541929481642824,0.038884524744697564,0.022682639434406914,0.03819717203456402,957.6607142857143,0,0,18.75445380721775,5.223076923076923
204.0,204,406.531813,0.0,0.0016339869281045752,0.0,3.746268656716418,0.5597029750358011,0.038602233346168656,0.02377743550250289,0.038313438582980364,942.6542056074767,0,0,18.309369872590832,5.081967213114754
204.0,204,412.53327,0.0,0.0016025641025641025,0.0,3.671641791044776,0.5671279799619193,0.03700906344410876,0.023036253776435044,0.03530966767371601,1046.2522522522522,0,0,17.790591704762267,4.970370370370371
204.0,204,419.171753,0.0,0.0015723270440251573,0.0,3.708955223880597,0.5654294869853225,0.035198221563542055,0.022693590218599482,0.03167839940718785,978.9122807017544,0,0,18.740373825231302,5.166666666666667
204.0,204,425.477358,0.0,0.0015432098765432098,0.0,3.925373134328358,0.5392411367936036,0.03563636363636364,0.022,0.03409090909090909,1056.698275862069,0,0,17.247080026669106,4.736111111111111
204.0,204,431.128818,0.0,0.0015151515151515152,0.0,3.6940298507462686,0.5680950710416184,0.034630489111031774,0.021242413423777223,0.027400928239914316,1023.5825242718447,0,0,18.588921792731664,5.139344262295082
204.0,204,437.334888,0.0,0.001488095238095238,0.0,3.720149253731343,0.5616170452017162,0.03444950911640954,0.021563814866760168,0.025420757363253856,1121.8032786885246,0,0,17.441748219851572,4.798657718120805
